연령,성별,시도,규모,건설공사금액,P_FL_given_accident
20~29세,남,강원,"1,000인 이상","1,000억원 이상",4.10711352061771e-05
20~29세,남,강원,100~299인,"1,000억원 이상",4.480487477037502e-05
20~29세,남,강원,100~299인,120억~300억원 미만,1.1201218692593755e-05
20~29세,남,강원,100~299인,300억~500억원 미만,2.240243738518751e-05
20~29세,남,강원,100~299인,3억~20억원 미만,3.733739564197918e-06
20~29세,남,강원,100~299인,"500억~1,000억원 미만",4.10711352061771e-05
20~29세,남,강원,10~19인,20억~50억원 미만,4.480487477037502e-05
20~29세,남,강원,10~19인,3억~20억원 미만,4.853861433457293e-05
20~29세,남,강원,10~19인,3억원 미만,3.733739564197918e-06
20~29세,남,강원,10~19인,50억~120억원 미만,1.866869782098959e-05
20~29세,남,강원,20~49인,"1,000억원 이상",3.733739564197918e-06
20~29세,남,강원,20~49인,120억~300억원 미만,7.467479128395836e-06
20~29세,남,강원,20~49인,20억~50억원 미만,2.9869916513583344e-05
20~29세,남,강원,20~49인,3억~20억원 미만,3.733739564197918e-06
20~29세,남,강원,20~49인,3억원 미만,1.1201218692593755e-05
20~29세,남,강원,20~49인,50억~120억원 미만,3.3603656077781265e-05
20~29세,남,강원,300~499인,"1,000억원 이상",5.2272353898770854e-05
20~29세,남,강원,300~499인,300억~500억원 미만,3.733739564197918e-06
20~29세,남,강원,500~999인,"1,000억원 이상",3.733739564197918e-06
20~29세,남,강원,50~99인,120억~300억원 미만,2.6136176949385427e-05
20~29세,남,강원,50~99인,20억~50억원 미만,7.467479128395836e-06
20~29세,남,강원,50~99인,300억~500억원 미만,7.467479128395836e-06
20~29세,남,강원,50~99인,"500억~1,000억원 미만",3.733739564197918e-06
20~29세,남,강원,50~99인,50억~120억원 미만,7.467479128395836e-06
20~29세,남,강원,5~9인,20억~50억원 미만,7.467479128395836e-06
20~29세,남,강원,5~9인,3억~20억원 미만,9.334348910494795e-05
20~29세,남,강원,5~9인,3억원 미만,2.6136176949385427e-05
20~29세,남,강원,5인 미만,"1,000억원 이상",7.467479128395836e-06
20~29세,남,강원,5인 미만,120억~300억원 미만,3.733739564197918e-06
20~29세,남,강원,5인 미만,20억~50억원 미만,3.733739564197918e-06
20~29세,남,강원,5인 미만,300억~500억원 미만,3.733739564197918e-06
20~29세,남,강원,5인 미만,3억~20억원 미만,7.840853084815628e-05
20~29세,남,강원,5인 미만,3억원 미만,0.0004592499663963439
20~29세,남,강원,5인 미만,50억~120억원 미만,3.733739564197918e-06
20~29세,남,경기,"1,000인 이상","1,000억원 이상",0.0002650955090580522
20~29세,남,경기,"1,000인 이상","500억~1,000억원 미만",3.733739564197918e-06
20~29세,남,경기,100~299인,"1,000억원 이상",0.0004256463103185627
20~29세,남,경기,100~299인,120억~300억원 미만,5.973983302716669e-05
20~29세,남,경기,100~299인,20억~50억원 미만,7.467479128395836e-06
20~29세,남,경기,100~299인,300억~500억원 미만,0.00011947966605433338
20~29세,남,경기,100~299인,"500억~1,000억원 미만",0.0003733739564197918
20~29세,남,경기,100~299인,50억~120억원 미만,1.4934958256791672e-05
20~29세,남,경기,10~19인,"1,000억원 이상",7.467479128395836e-06
20~29세,남,경기,10~19인,120억~300억원 미만,7.467479128395836e-06
20~29세,남,경기,10~19인,20억~50억원 미만,0.00013814836387532296
20~29세,남,경기,10~19인,3억~20억원 미만,0.00029869916513583343
20~29세,남,경기,10~19인,3억원 미만,4.10711352061771e-05
20~29세,남,경기,10~19인,"500억~1,000억원 미만",3.733739564197918e-06
20~29세,남,경기,10~19인,50억~120억원 미만,4.853861433457293e-05
20~29세,남,경기,20~49인,"1,000억원 이상",7.467479128395836e-05
20~29세,남,경기,20~49인,120억~300억원 미만,7.840853084815628e-05
20~29세,남,경기,20~49인,20억~50억원 미만,0.0002650955090580522
20~29세,남,경기,20~49인,300억~500억원 미만,7.467479128395836e-06
20~29세,남,경기,20~49인,3억~20억원 미만,0.00013068088474692713
20~29세,남,경기,20~49인,3억원 미만,3.733739564197918e-06
20~29세,남,경기,20~49인,"500억~1,000억원 미만",1.1201218692593755e-05
20~29세,남,경기,20~49인,50억~120억원 미만,0.00025016055080126054
20~29세,남,경기,300~499인,"1,000억원 이상",0.0004928536224741252
20~29세,남,경기,300~499인,120억~300억원 미만,3.733739564197918e-06
20~29세,남,경기,300~499인,300억~500억원 미만,3.733739564197918e-06
20~29세,남,경기,300~499인,"500억~1,000억원 미만",7.467479128395836e-06
20~29세,남,경기,500~999인,"1,000억원 이상",0.0003323028212136147
20~29세,남,경기,500~999인,120억~300억원 미만,3.733739564197918e-06
20~29세,남,경기,50~99인,"1,000억원 이상",4.10711352061771e-05
20~29세,남,경기,50~99인,120억~300억원 미만,0.00016055080126051047
20~29세,남,경기,50~99인,20억~50억원 미만,1.4934958256791672e-05
20~29세,남,경기,50~99인,300억~500억원 미만,0.00011574592649013546
20~29세,남,경기,50~99인,3억~20억원 미만,2.240243738518751e-05
20~29세,남,경기,50~99인,3억원 미만,3.733739564197918e-06
20~29세,남,경기,50~99인,"500억~1,000억원 미만",2.240243738518751e-05
20~29세,남,경기,50~99인,50억~120억원 미만,6.34735725913646e-05
20~29세,남,경기,5~9인,"1,000억원 이상",1.866869782098959e-05
20~29세,남,경기,5~9인,120억~300억원 미만,1.1201218692593755e-05
20~29세,남,경기,5~9인,20억~50억원 미만,4.10711352061771e-05
20~29세,남,경기,5~9인,3억~20억원 미만,0.00034350403990620845
20~29세,남,경기,5~9인,3억원 미만,0.00013814836387532296
20~29세,남,경기,5~9인,"500억~1,000억원 미만",7.467479128395836e-06
20~29세,남,경기,5~9인,50억~120억원 미만,7.467479128395836e-06
20~29세,남,경기,5인 미만,"1,000억원 이상",4.10711352061771e-05
20~29세,남,경기,5인 미만,120억~300억원 미만,1.866869782098959e-05
20~29세,남,경기,5인 미만,20억~50억원 미만,2.9869916513583344e-05
20~29세,남,경기,5인 미만,300억~500억원 미만,1.4934958256791672e-05
20~29세,남,경기,5인 미만,3억~20억원 미만,0.00022402437385187507
20~29세,남,경기,5인 미만,3억원 미만,0.0014262885135236047
20~29세,남,경기,5인 미만,"500억~1,000억원 미만",1.4934958256791672e-05
20~29세,남,경기,5인 미만,50억~120억원 미만,1.866869782098959e-05
20~29세,남,경남,"1,000인 이상","1,000억원 이상",2.6136176949385427e-05
20~29세,남,경남,100~299인,"1,000억원 이상",7.094105171976044e-05
20~29세,남,경남,100~299인,120억~300억원 미만,7.467479128395836e-06
20~29세,남,경남,100~299인,20억~50억원 미만,3.733739564197918e-06
20~29세,남,경남,100~299인,300억~500억원 미만,2.9869916513583344e-05
20~29세,남,경남,100~299인,"500억~1,000억원 미만",5.600609346296877e-05
20~29세,남,경남,10~19인,"1,000억원 이상",3.733739564197918e-06
20~29세,남,경남,10~19인,120억~300억원 미만,3.733739564197918e-06
20~29세,남,경남,10~19인,20억~50억원 미만,2.6136176949385427e-05
20~29세,남,경남,10~19인,3억~20억원 미만,5.2272353898770854e-05
20~29세,남,경남,10~19인,3억원 미만,7.467479128395836e-06
20~29세,남,경남,10~19인,"500억~1,000억원 미만",3.733739564197918e-06
20~29세,남,경남,10~19인,50억~120억원 미만,1.866869782098959e-05
20~29세,남,경남,20~49인,120억~300억원 미만,2.6136176949385427e-05
20~29세,남,경남,20~49인,20억~50억원 미만,3.733739564197918e-05
20~29세,남,경남,20~49인,300억~500억원 미만,1.1201218692593755e-05
20~29세,남,경남,20~49인,3억~20억원 미만,2.240243738518751e-05
20~29세,남,경남,20~49인,50억~120억원 미만,5.600609346296877e-05
20~29세,남,경남,300~499인,"1,000억원 이상",4.480487477037502e-05
20~29세,남,경남,500~999인,"1,000억원 이상",2.240243738518751e-05
20~29세,남,경남,50~99인,"1,000억원 이상",3.733739564197918e-06
20~29세,남,경남,50~99인,120억~300억원 미만,2.6136176949385427e-05
20~29세,남,경남,50~99인,20억~50억원 미만,1.1201218692593755e-05
20~29세,남,경남,50~99인,300억~500억원 미만,3.3603656077781265e-05
20~29세,남,경남,50~99인,"500억~1,000억원 미만",7.467479128395836e-06
20~29세,남,경남,50~99인,50억~120억원 미만,1.4934958256791672e-05
20~29세,남,경남,5~9인,20억~50억원 미만,7.467479128395836e-06
20~29세,남,경남,5~9인,3억~20억원 미만,6.720731215556253e-05
20~29세,남,경남,5~9인,3억원 미만,2.9869916513583344e-05
20~29세,남,경남,5~9인,50억~120억원 미만,3.733739564197918e-06
20~29세,남,경남,5인 미만,"1,000억원 이상",7.467479128395836e-06
20~29세,남,경남,5인 미만,20억~50억원 미만,7.467479128395836e-06
20~29세,남,경남,5인 미만,3억~20억원 미만,9.334348910494795e-05
20~29세,남,경남,5인 미만,3억원 미만,0.0005749958928864794
20~29세,남,경남,5인 미만,"500억~1,000억원 미만",3.733739564197918e-06
20~29세,남,경북,"1,000인 이상","1,000억원 이상",1.4934958256791672e-05
20~29세,남,경북,100~299인,"1,000억원 이상",2.240243738518751e-05
20~29세,남,경북,100~299인,120억~300억원 미만,3.733739564197918e-06
20~29세,남,경북,100~299인,20억~50억원 미만,3.733739564197918e-06
20~29세,남,경북,100~299인,300억~500억원 미만,7.467479128395836e-06
20~29세,남,경북,100~299인,3억~20억원 미만,3.733739564197918e-06
20~29세,남,경북,100~299인,"500억~1,000억원 미만",3.733739564197918e-05
20~29세,남,경북,10~19인,20억~50억원 미만,2.9869916513583344e-05
20~29세,남,경북,10~19인,3억~20억원 미만,4.480487477037502e-05
20~29세,남,경북,10~19인,3억원 미만,7.467479128395836e-06
20~29세,남,경북,10~19인,50억~120억원 미만,2.9869916513583344e-05
20~29세,남,경북,20~49인,120억~300억원 미만,2.6136176949385427e-05
20~29세,남,경북,20~49인,20억~50억원 미만,2.9869916513583344e-05
20~29세,남,경북,20~49인,300억~500억원 미만,7.467479128395836e-06
20~29세,남,경북,20~49인,3억~20억원 미만,1.866869782098959e-05
20~29세,남,경북,20~49인,50억~120억원 미만,2.9869916513583344e-05
20~29세,남,경북,300~499인,"1,000억원 이상",2.6136176949385427e-05
20~29세,남,경북,300~499인,"500억~1,000억원 미만",3.733739564197918e-06
20~29세,남,경북,500~999인,"1,000억원 이상",4.480487477037502e-05
20~29세,남,경북,50~99인,120억~300억원 미만,1.866869782098959e-05
20~29세,남,경북,50~99인,300억~500억원 미만,1.1201218692593755e-05
20~29세,남,경북,50~99인,50억~120억원 미만,3.733739564197918e-06
20~29세,남,경북,5~9인,3억~20억원 미만,0.0001232134056185313
20~29세,남,경북,5~9인,3억원 미만,4.10711352061771e-05
20~29세,남,경북,5인 미만,"1,000억원 이상",3.733739564197918e-06
20~29세,남,경북,5인 미만,120억~300억원 미만,3.733739564197918e-06
20~29세,남,경북,5인 미만,20억~50억원 미만,3.733739564197918e-06
20~29세,남,경북,5인 미만,3억~20억원 미만,3.3603656077781265e-05
20~29세,남,경북,5인 미만,3억원 미만,0.00041817883119016683
20~29세,남,광주,100~299인,"1,000억원 이상",5.600609346296877e-05
20~29세,남,광주,100~299인,120억~300억원 미만,3.733739564197918e-06
20~29세,남,광주,100~299인,300억~500억원 미만,1.1201218692593755e-05
20~29세,남,광주,100~299인,"500억~1,000억원 미만",5.600609346296877e-05
20~29세,남,광주,10~19인,120억~300억원 미만,7.467479128395836e-06
20~29세,남,광주,10~19인,20억~50억원 미만,2.6136176949385427e-05
20~29세,남,광주,10~19인,3억~20억원 미만,3.3603656077781265e-05
20~29세,남,광주,10~19인,3억원 미만,1.1201218692593755e-05
20~29세,남,광주,10~19인,50억~120억원 미만,2.240243738518751e-05
20~29세,남,광주,20~49인,120억~300억원 미만,2.9869916513583344e-05
20~29세,남,광주,20~49인,20억~50억원 미만,2.9869916513583344e-05
20~29세,남,광주,20~49인,300억~500억원 미만,3.733739564197918e-06
20~29세,남,광주,20~49인,3억~20억원 미만,1.4934958256791672e-05
20~29세,남,광주,20~49인,50억~120억원 미만,4.480487477037502e-05
20~29세,남,광주,300~499인,"1,000억원 이상",1.866869782098959e-05
20~29세,남,광주,500~999인,"1,000억원 이상",2.240243738518751e-05
20~29세,남,광주,50~99인,"1,000억원 이상",7.467479128395836e-06
20~29세,남,광주,50~99인,120억~300억원 미만,1.4934958256791672e-05
20~29세,남,광주,50~99인,300억~500억원 미만,3.733739564197918e-05
20~29세,남,광주,50~99인,3억~20억원 미만,1.1201218692593755e-05
20~29세,남,광주,50~99인,"500억~1,000억원 미만",7.467479128395836e-06
20~29세,남,광주,50~99인,50억~120억원 미만,1.1201218692593755e-05
20~29세,남,광주,5~9인,20억~50억원 미만,7.467479128395836e-06
20~29세,남,광주,5~9인,3억~20억원 미만,7.094105171976044e-05
20~29세,남,광주,5~9인,3억원 미만,3.733739564197918e-06
20~29세,남,광주,5~9인,50억~120억원 미만,3.733739564197918e-06
20~29세,남,광주,5인 미만,120억~300억원 미만,7.467479128395836e-06
20~29세,남,광주,5인 미만,3억~20억원 미만,7.094105171976044e-05
20~29세,남,광주,5인 미만,3억원 미만,0.000317367862956823
20~29세,남,광주,5인 미만,50억~120억원 미만,7.467479128395836e-06
20~29세,남,대구,100~299인,"1,000억원 이상",0.00010454470779754171
20~29세,남,대구,100~299인,120억~300억원 미만,7.467479128395836e-06
20~29세,남,대구,100~299인,300억~500억원 미만,1.866869782098959e-05
20~29세,남,대구,100~299인,"500억~1,000억원 미만",4.480487477037502e-05
20~29세,남,대구,10~19인,120억~300억원 미만,7.467479128395836e-06
20~29세,남,대구,10~19인,20억~50억원 미만,2.9869916513583344e-05
20~29세,남,대구,10~19인,3억~20억원 미만,4.480487477037502e-05
20~29세,남,대구,10~19인,3억원 미만,3.733739564197918e-06
20~29세,남,대구,10~19인,"500억~1,000억원 미만",3.733739564197918e-06
20~29세,남,대구,10~19인,50억~120억원 미만,1.866869782098959e-05
20~29세,남,대구,20~49인,120억~300억원 미만,1.4934958256791672e-05
20~29세,남,대구,20~49인,20억~50억원 미만,4.480487477037502e-05
20~29세,남,대구,20~49인,3억~20억원 미만,2.6136176949385427e-05
20~29세,남,대구,20~49인,50억~120억원 미만,5.973983302716669e-05
20~29세,남,대구,300~499인,"1,000억원 이상",4.853861433457293e-05
20~29세,남,대구,500~999인,"1,000억원 이상",1.866869782098959e-05
20~29세,남,대구,500~999인,50억~120억원 미만,3.733739564197918e-06
20~29세,남,대구,50~99인,120억~300억원 미만,1.1201218692593755e-05
20~29세,남,대구,50~99인,20억~50억원 미만,7.467479128395836e-06
20~29세,남,대구,50~99인,300억~500억원 미만,1.866869782098959e-05
20~29세,남,대구,50~99인,"500억~1,000억원 미만",7.467479128395836e-06
20~29세,남,대구,50~99인,50억~120억원 미만,7.467479128395836e-06
20~29세,남,대구,5~9인,20억~50억원 미만,3.733739564197918e-06
20~29세,남,대구,5~9인,3억~20억원 미만,6.720731215556253e-05
20~29세,남,대구,5~9인,3억원 미만,2.6136176949385427e-05
20~29세,남,대구,5~9인,50억~120억원 미만,3.733739564197918e-06
20~29세,남,대구,5인 미만,"1,000억원 이상",7.467479128395836e-06
20~29세,남,대구,5인 미만,120억~300억원 미만,3.733739564197918e-06
20~29세,남,대구,5인 미만,3억~20억원 미만,5.600609346296877e-05
20~29세,남,대구,5인 미만,3억원 미만,0.0004032438729333752
20~29세,남,대전,"1,000인 이상","1,000억원 이상",3.733739564197918e-06
20~29세,남,대전,100~299인,"1,000억원 이상",0.00010454470779754171
20~29세,남,대전,100~299인,120억~300억원 미만,1.866869782098959e-05
20~29세,남,대전,100~299인,300억~500억원 미만,2.6136176949385427e-05
20~29세,남,대전,100~299인,"500억~1,000억원 미만",7.840853084815628e-05
20~29세,남,대전,10~19인,120억~300억원 미만,3.733739564197918e-06
20~29세,남,대전,10~19인,20억~50억원 미만,4.10711352061771e-05
20~29세,남,대전,10~19인,3억~20억원 미만,5.600609346296877e-05
20~29세,남,대전,10~19인,50억~120억원 미만,7.467479128395836e-06
20~29세,남,대전,20~49인,120억~300억원 미만,2.240243738518751e-05
20~29세,남,대전,20~49인,20억~50억원 미만,2.240243738518751e-05
20~29세,남,대전,20~49인,3억~20억원 미만,1.1201218692593755e-05
20~29세,남,대전,20~49인,50억~120억원 미만,6.34735725913646e-05
20~29세,남,대전,300~499인,"1,000억원 이상",4.10711352061771e-05
20~29세,남,대전,500~999인,"1,000억원 이상",7.467479128395836e-06
20~29세,남,대전,50~99인,"1,000억원 이상",3.733739564197918e-06
20~29세,남,대전,50~99인,120억~300억원 미만,1.866869782098959e-05
20~29세,남,대전,50~99인,20억~50억원 미만,1.1201218692593755e-05
20~29세,남,대전,50~99인,300억~500억원 미만,1.866869782098959e-05
20~29세,남,대전,50~99인,"500억~1,000억원 미만",3.733739564197918e-06
20~29세,남,대전,50~99인,50억~120억원 미만,7.467479128395836e-06
20~29세,남,대전,5~9인,20억~50억원 미만,3.733739564197918e-06
20~29세,남,대전,5~9인,3억~20억원 미만,3.733739564197918e-05
20~29세,남,대전,5~9인,3억원 미만,1.866869782098959e-05
20~29세,남,대전,5인 미만,"1,000억원 이상",7.467479128395836e-06
20~29세,남,대전,5인 미만,20억~50억원 미만,3.733739564197918e-06
20~29세,남,대전,5인 미만,3억~20억원 미만,4.853861433457293e-05
20~29세,남,대전,5인 미만,3억원 미만,0.00032483534208521886
20~29세,남,부산,"1,000인 이상","1,000억원 이상",3.733739564197918e-06
20~29세,남,부산,100~299인,"1,000억원 이상",0.00010827844736173962
20~29세,남,부산,100~299인,120억~300억원 미만,1.1201218692593755e-05
20~29세,남,부산,100~299인,300억~500억원 미만,1.4934958256791672e-05
20~29세,남,부산,100~299인,"500억~1,000억원 미만",6.720731215556253e-05
20~29세,남,부산,100~299인,50억~120억원 미만,7.467479128395836e-06
20~29세,남,부산,10~19인,20억~50억원 미만,5.2272353898770854e-05
20~29세,남,부산,10~19인,3억~20억원 미만,7.840853084815628e-05
20~29세,남,부산,10~19인,3억원 미만,1.1201218692593755e-05
20~29세,남,부산,10~19인,50억~120억원 미만,1.4934958256791672e-05
20~29세,남,부산,20~49인,"1,000억원 이상",3.733739564197918e-06
20~29세,남,부산,20~49인,120억~300억원 미만,2.240243738518751e-05
20~29세,남,부산,20~49인,20억~50억원 미만,5.973983302716669e-05
20~29세,남,부산,20~49인,3억~20억원 미만,2.6136176949385427e-05
20~29세,남,부산,20~49인,"500억~1,000억원 미만",3.733739564197918e-06
20~29세,남,부산,20~49인,50억~120억원 미만,4.480487477037502e-05
20~29세,남,부산,300~499인,"1,000억원 이상",8.21422704123542e-05
20~29세,남,부산,300~499인,120억~300억원 미만,3.733739564197918e-06
20~29세,남,부산,500~999인,"1,000억원 이상",6.720731215556253e-05
20~29세,남,부산,500~999인,"500억~1,000억원 미만",3.733739564197918e-06
20~29세,남,부산,50~99인,"1,000억원 이상",3.733739564197918e-06
20~29세,남,부산,50~99인,120억~300억원 미만,2.9869916513583344e-05
20~29세,남,부산,50~99인,20억~50억원 미만,1.1201218692593755e-05
20~29세,남,부산,50~99인,300억~500억원 미만,2.9869916513583344e-05
20~29세,남,부산,50~99인,"500억~1,000억원 미만",1.866869782098959e-05
20~29세,남,부산,50~99인,50억~120억원 미만,2.240243738518751e-05
20~29세,남,부산,5~9인,20억~50억원 미만,3.733739564197918e-05
20~29세,남,부산,5~9인,3억~20억원 미만,6.34735725913646e-05
20~29세,남,부산,5~9인,3억원 미만,1.866869782098959e-05
20~29세,남,부산,5인 미만,"1,000억원 이상",3.733739564197918e-06
20~29세,남,부산,5인 미만,3억~20억원 미만,5.2272353898770854e-05
20~29세,남,부산,5인 미만,3억원 미만,0.00035843899816300016
20~29세,남,부산,5인 미만,50억~120억원 미만,3.733739564197918e-06
20~29세,남,서울,"1,000인 이상","1,000억원 이상",8.587600997655211e-05
20~29세,남,서울,100~299인,"1,000억원 이상",0.0002016219364666876
20~29세,남,서울,100~299인,120억~300억원 미만,1.866869782098959e-05
20~29세,남,서울,100~299인,20억~50억원 미만,3.733739564197918e-06
20~29세,남,서울,100~299인,300억~500억원 미만,2.6136176949385427e-05
20~29세,남,서울,100~299인,"500억~1,000억원 미만",0.00013441462431112506
20~29세,남,서울,100~299인,50억~120억원 미만,7.467479128395836e-06
20~29세,남,서울,10~19인,20억~50억원 미만,0.0001008109682333438
20~29세,남,서울,10~19인,3억~20억원 미만,0.00019042071777409383
20~29세,남,서울,10~19인,3억원 미만,1.866869782098959e-05
20~29세,남,서울,10~19인,50억~120억원 미만,2.9869916513583344e-05
20~29세,남,서울,20~49인,120억~300억원 미만,4.853861433457293e-05
20~29세,남,서울,20~49인,20억~50억원 미만,9.707722866914587e-05
20~29세,남,서울,20~49인,300억~500억원 미만,1.1201218692593755e-05
20~29세,남,서울,20~49인,3억~20억원 미만,8.21422704123542e-05
20~29세,남,서울,20~49인,3억원 미만,3.733739564197918e-06
20~29세,남,서울,20~49인,50억~120억원 미만,0.00022029063428767717
20~29세,남,서울,300~499인,"1,000억원 이상",0.0001008109682333438
20~29세,남,서울,300~499인,300억~500억원 미만,3.733739564197918e-06
20~29세,남,서울,500~999인,"1,000억원 이상",0.00014934958256791671
20~29세,남,서울,50~99인,120억~300억원 미만,0.00010454470779754171
20~29세,남,서울,50~99인,20억~50억원 미만,2.240243738518751e-05
20~29세,남,서울,50~99인,300억~500억원 미만,4.480487477037502e-05
20~29세,남,서울,50~99인,3억~20억원 미만,2.240243738518751e-05
20~29세,남,서울,50~99인,"500억~1,000억원 미만",4.480487477037502e-05
20~29세,남,서울,50~99인,50억~120억원 미만,1.4934958256791672e-05
20~29세,남,서울,5~9인,20억~50억원 미만,2.240243738518751e-05
20~29세,남,서울,5~9인,3억~20억원 미만,0.0001866869782098959
20~29세,남,서울,5~9인,3억원 미만,0.00010454470779754171
20~29세,남,서울,5~9인,50억~120억원 미만,3.733739564197918e-06
20~29세,남,서울,5인 미만,"1,000억원 이상",1.4934958256791672e-05
20~29세,남,서울,5인 미만,120억~300억원 미만,3.733739564197918e-06
20~29세,남,서울,5인 미만,20억~50억원 미만,4.10711352061771e-05
20~29세,남,서울,5인 미만,300억~500억원 미만,7.467479128395836e-06
20~29세,남,서울,5인 미만,3억~20억원 미만,7.840853084815628e-05
20~29세,남,서울,5인 미만,3억원 미만,0.0007019430380692086
20~29세,남,서울,5인 미만,"500억~1,000억원 미만",1.866869782098959e-05
20~29세,남,서울,5인 미만,50억~120억원 미만,7.467479128395836e-06
20~29세,남,울산,"1,000인 이상","1,000억원 이상",2.9869916513583344e-05
20~29세,남,울산,100~299인,"1,000억원 이상",4.10711352061771e-05
20~29세,남,울산,100~299인,120억~300억원 미만,1.1201218692593755e-05
20~29세,남,울산,100~299인,300억~500억원 미만,3.733739564197918e-06
20~29세,남,울산,100~299인,"500억~1,000억원 미만",1.4934958256791672e-05
20~29세,남,울산,100~299인,50억~120억원 미만,3.733739564197918e-06
20~29세,남,울산,10~19인,120억~300억원 미만,3.733739564197918e-06
20~29세,남,울산,10~19인,20억~50억원 미만,1.1201218692593755e-05
20~29세,남,울산,10~19인,3억~20억원 미만,4.10711352061771e-05
20~29세,남,울산,10~19인,3억원 미만,3.733739564197918e-06
20~29세,남,울산,20~49인,20억~50억원 미만,3.3603656077781265e-05
20~29세,남,울산,20~49인,300억~500억원 미만,3.733739564197918e-06
20~29세,남,울산,20~49인,3억~20억원 미만,1.4934958256791672e-05
20~29세,남,울산,20~49인,50억~120억원 미만,1.866869782098959e-05
20~29세,남,울산,300~499인,"1,000억원 이상",5.2272353898770854e-05
20~29세,남,울산,300~499인,300억~500억원 미만,7.467479128395836e-06
20~29세,남,울산,300~499인,"500억~1,000억원 미만",7.467479128395836e-06
20~29세,남,울산,500~999인,"1,000억원 이상",1.866869782098959e-05
20~29세,남,울산,50~99인,120억~300억원 미만,1.866869782098959e-05
20~29세,남,울산,50~99인,20억~50억원 미만,3.733739564197918e-06
20~29세,남,울산,50~99인,300억~500억원 미만,3.733739564197918e-06
20~29세,남,울산,50~99인,"500억~1,000억원 미만",3.733739564197918e-06
20~29세,남,울산,50~99인,50억~120억원 미만,7.467479128395836e-06
20~29세,남,울산,5~9인,20억~50억원 미만,1.1201218692593755e-05
20~29세,남,울산,5~9인,3억~20억원 미만,1.4934958256791672e-05
20~29세,남,울산,5~9인,3억원 미만,1.1201218692593755e-05
20~29세,남,울산,5~9인,50억~120억원 미만,3.733739564197918e-06
20~29세,남,울산,5인 미만,20억~50억원 미만,7.467479128395836e-06
20~29세,남,울산,5인 미만,3억~20억원 미만,3.3603656077781265e-05
20~29세,남,울산,5인 미만,3억원 미만,0.0001866869782098959
20~29세,남,울산,5인 미만,"500억~1,000억원 미만",3.733739564197918e-06
20~29세,남,인천,"1,000인 이상","1,000억원 이상",7.840853084815628e-05
20~29세,남,인천,100~299인,"1,000억원 이상",0.0001008109682333438
20~29세,남,인천,100~299인,120억~300억원 미만,1.866869782098959e-05
20~29세,남,인천,100~299인,20억~50억원 미만,3.733739564197918e-06
20~29세,남,인천,100~299인,300억~500억원 미만,2.240243738518751e-05
20~29세,남,인천,100~299인,"500억~1,000억원 미만",7.094105171976044e-05
20~29세,남,인천,10~19인,20억~50억원 미만,4.10711352061771e-05
20~29세,남,인천,10~19인,3억~20억원 미만,3.733739564197918e-05
20~29세,남,인천,10~19인,3억원 미만,3.733739564197918e-06
20~29세,남,인천,10~19인,50억~120억원 미만,1.866869782098959e-05
20~29세,남,인천,20~49인,120억~300억원 미만,2.240243738518751e-05
20~29세,남,인천,20~49인,20억~50억원 미만,5.973983302716669e-05
20~29세,남,인천,20~49인,3억~20억원 미만,1.1201218692593755e-05
20~29세,남,인천,20~49인,50억~120억원 미만,5.2272353898770854e-05
20~29세,남,인천,300~499인,"1,000억원 이상",0.00014561584300371881
20~29세,남,인천,500~999인,"1,000억원 이상",0.00013068088474692713
20~29세,남,인천,50~99인,120억~300억원 미만,6.34735725913646e-05
20~29세,남,인천,50~99인,20억~50억원 미만,1.866869782098959e-05
20~29세,남,인천,50~99인,300억~500억원 미만,2.9869916513583344e-05
20~29세,남,인천,50~99인,"500억~1,000억원 미만",3.733739564197918e-06
20~29세,남,인천,50~99인,50억~120억원 미만,3.733739564197918e-06
20~29세,남,인천,5~9인,20억~50억원 미만,1.1201218692593755e-05
20~29세,남,인천,5~9인,3억~20억원 미만,4.10711352061771e-05
20~29세,남,인천,5~9인,3억원 미만,2.6136176949385427e-05
20~29세,남,인천,5인 미만,120억~300억원 미만,7.467479128395836e-06
20~29세,남,인천,5인 미만,3억~20억원 미만,5.600609346296877e-05
20~29세,남,인천,5인 미만,3억원 미만,0.0002538942903654584
20~29세,남,인천,5인 미만,"500억~1,000억원 미만",3.733739564197918e-06
20~29세,남,인천,5인 미만,50억~120억원 미만,7.467479128395836e-06
20~29세,남,전남,"1,000인 이상","1,000억원 이상",1.866869782098959e-05
20~29세,남,전남,100~299인,"1,000억원 이상",2.9869916513583344e-05
20~29세,남,전남,100~299인,120억~300억원 미만,1.1201218692593755e-05
20~29세,남,전남,100~299인,20억~50억원 미만,3.733739564197918e-06
20~29세,남,전남,100~299인,300억~500억원 미만,7.467479128395836e-06
20~29세,남,전남,100~299인,"500억~1,000억원 미만",2.240243738518751e-05
20~29세,남,전남,100~299인,50억~120억원 미만,3.733739564197918e-06
20~29세,남,전남,10~19인,20억~50억원 미만,4.10711352061771e-05
20~29세,남,전남,10~19인,3억~20억원 미만,2.6136176949385427e-05
20~29세,남,전남,10~19인,50억~120억원 미만,1.1201218692593755e-05
20~29세,남,전남,20~49인,120억~300억원 미만,1.866869782098959e-05
20~29세,남,전남,20~49인,20억~50억원 미만,2.9869916513583344e-05
20~29세,남,전남,20~49인,300억~500억원 미만,3.733739564197918e-06
20~29세,남,전남,20~49인,3억~20억원 미만,1.1201218692593755e-05
20~29세,남,전남,20~49인,50억~120억원 미만,3.733739564197918e-05
