산업,연령,성별,시도,규모,P_F
금융및보험업,50~59세,여자,울산,10~19인,5.43250768407118e-06
금융및보험업,50~59세,여자,울산,20~49인,9.027796740319053e-06
금융및보험업,50~59세,여자,울산,50~99인,3.0373657082987547e-05
금융및보험업,50~59세,여자,울산,5~9인,4.271669484878084e-06
금융및보험업,50~59세,여자,울산,5인 미만,3.5352941257173925e-06
금융및보험업,50~59세,여자,인천,100~299인,2.230328019833956e-05
금융및보험업,50~59세,여자,인천,10~19인,1.472490467192139e-05
금융및보험업,50~59세,여자,인천,20~49인,1.973405052641393e-05
금융및보험업,50~59세,여자,인천,50~99인,7.134850869628495e-05
금융및보험업,50~59세,여자,인천,5~9인,7.929679669005274e-06
금융및보험업,50~59세,여자,인천,5인 미만,1.015039928824622e-05
금융및보험업,50~59세,여자,전남,100~299인,1.1093744626271062e-05
금융및보험업,50~59세,여자,전남,10~19인,1.292535340947278e-05
금융및보험업,50~59세,여자,전남,20~49인,1.739710487227684e-05
금융및보험업,50~59세,여자,전남,50~99인,2.850831146702123e-05
금융및보험업,50~59세,여자,전남,5~9인,1.0098423689065039e-05
금융및보험업,50~59세,여자,전남,5인 미만,7.759640613193292e-06
금융및보험업,50~59세,여자,전북,100~299인,2.9408120654521595e-05
금융및보험업,50~59세,여자,전북,10~19인,1.3884299203428939e-05
금융및보험업,50~59세,여자,전북,20~49인,1.983203531212535e-05
금융및보험업,50~59세,여자,전북,50~99인,4.790378835713643e-05
금융및보험업,50~59세,여자,전북,5~9인,9.867918190052755e-06
금융및보험업,50~59세,여자,전북,5인 미만,9.145651093262865e-06
금융및보험업,50~59세,여자,제주,100~299인,1.0393575976940142e-05
금융및보험업,50~59세,여자,제주,10~19인,5.13272047000277e-06
금융및보험업,50~59세,여자,제주,20~49인,8.123609042344284e-06
금융및보험업,50~59세,여자,제주,50~99인,1.5730322042514997e-05
금융및보험업,50~59세,여자,제주,5~9인,4.613290337740075e-06
금융및보험업,50~59세,여자,제주,5인 미만,4.362728800410235e-06
금융및보험업,50~59세,여자,충남,10~19인,9.73209433747565e-06
금융및보험업,50~59세,여자,충남,20~49인,1.4916459882925443e-05
금융및보험업,50~59세,여자,충남,50~99인,3.4797055216153914e-05
금융및보험업,50~59세,여자,충남,5~9인,8.245657556300544e-06
금융및보험업,50~59세,여자,충남,5인 미만,7.697762376530555e-06
금융및보험업,50~59세,여자,충북,100~299인,1.5967624214682904e-05
금융및보험업,50~59세,여자,충북,10~19인,1.0002351188686808e-05
금융및보험업,50~59세,여자,충북,20~49인,1.1333216661834147e-05
금융및보험업,50~59세,여자,충북,50~99인,3.792241241658389e-05
금융및보험업,50~59세,여자,충북,5~9인,6.299423435380978e-06
금융및보험업,50~59세,여자,충북,5인 미만,7.523709774199763e-06
금융및보험업,60세이상,남자,강원,100~299인,1.7758928691524423e-06
금융및보험업,60세이상,남자,강원,10~19인,2.451080383516902e-06
금융및보험업,60세이상,남자,강원,20~49인,3.461958906996042e-06
금융및보험업,60세이상,남자,강원,50~99인,1.235042169015561e-05
금융및보험업,60세이상,남자,강원,5~9인,2.0153374956482705e-06
금융및보험업,60세이상,남자,강원,5인 미만,2.0184263347155184e-06
금융및보험업,60세이상,남자,경기,100~299인,2.164894809583593e-05
금융및보험업,60세이상,남자,경기,10~19인,1.1924804964384379e-05
금융및보험업,60세이상,남자,경기,20~49인,1.666975128271319e-05
금융및보험업,60세이상,남자,경기,300~499인,2.5017106364443963e-05
금융및보험업,60세이상,남자,경기,50~99인,7.540846973762687e-05
금융및보험업,60세이상,남자,경기,5~9인,6.783561036530577e-06
금융및보험업,60세이상,남자,경기,5인 미만,8.896218588795447e-06
금융및보험업,60세이상,남자,경남,100~299인,3.952354403699336e-06
금융및보험업,60세이상,남자,경남,10~19인,4.628773523885834e-06
금융및보험업,60세이상,남자,경남,20~49인,8.18818630297304e-06
금융및보험업,60세이상,남자,경남,50~99인,2.2535178570967905e-05
금융및보험업,60세이상,남자,경남,5~9인,3.541005129728209e-06
금융및보험업,60세이상,남자,경남,5인 미만,3.0695017391587895e-06
금융및보험업,60세이상,남자,경북,100~299인,3.167329576988786e-06
금융및보험업,60세이상,남자,경북,10~19인,3.915061150966179e-06
금융및보험업,60세이상,남자,경북,20~49인,5.440796796911754e-06
금융및보험업,60세이상,남자,경북,50~99인,1.7013072943599028e-05
금융및보험업,60세이상,남자,경북,5~9인,3.1373857721789754e-06
금융및보험업,60세이상,남자,경북,5인 미만,3.284412081753984e-06
금융및보험업,60세이상,남자,광주,100~299인,5.633659927550584e-06
금융및보험업,60세이상,남자,광주,10~19인,2.3111913531016205e-06
금융및보험업,60세이상,남자,광주,20~49인,3.875493206449311e-06
금융및보험업,60세이상,남자,광주,50~99인,1.678892561002833e-05
금융및보험업,60세이상,남자,광주,5~9인,1.6907308996765616e-06
금융및보험업,60세이상,남자,광주,5인 미만,1.8764951099192653e-06
금융및보험업,60세이상,남자,대구,100~299인,1.3830663858667314e-05
금융및보험업,60세이상,남자,대구,10~19인,4.552178199320708e-06
금융및보험업,60세이상,남자,대구,20~49인,6.851917307244574e-06
금융및보험업,60세이상,남자,대구,50~99인,2.78300980804272e-05
금융및보험업,60세이상,남자,대구,5~9인,2.5409998510928436e-06
금융및보험업,60세이상,남자,대구,5인 미만,2.9077955654645707e-06
금융및보험업,60세이상,남자,대전,100~299인,5.465793845303416e-06
금융및보험업,60세이상,남자,대전,10~19인,1.8163389698528375e-06
금융및보험업,60세이상,남자,대전,20~49인,3.6524151288324748e-06
금융및보험업,60세이상,남자,대전,50~99인,1.5299053072407434e-05
금융및보험업,60세이상,남자,대전,5~9인,1.3369668185922317e-06
금융및보험업,60세이상,남자,대전,5인 미만,1.4917141029918785e-06
금융및보험업,60세이상,남자,부산,100~299인,1.4329546782949365e-05
금융및보험업,60세이상,남자,부산,10~19인,4.504417269466799e-06
금융및보험업,60세이상,남자,부산,20~49인,7.434811488375878e-06
금융및보험업,60세이상,남자,부산,300~499인,1.2556010447083445e-05
금융및보험업,60세이상,남자,부산,500~999인,3.02543072072856e-05
금융및보험업,60세이상,남자,부산,50~99인,3.175949295986694e-05
금융및보험업,60세이상,남자,부산,5~9인,2.402920382592379e-06
금융및보험업,60세이상,남자,부산,5인 미만,2.8227541518940413e-06
금융및보험업,60세이상,남자,서울,"1,000인 이상",0.00010949543541011087
금융및보험업,60세이상,남자,서울,100~299인,0.00010004907688110576
금융및보험업,60세이상,남자,서울,10~19인,1.1058181648411278e-05
금융및보험업,60세이상,남자,서울,20~49인,1.3549740224230432e-05
금융및보험업,60세이상,남자,서울,300~499인,0.0001956175157173138
금융및보험업,60세이상,남자,서울,500~999인,0.0002173502364041911
금융및보험업,60세이상,남자,서울,50~99인,7.416432815022486e-05
금융및보험업,60세이상,남자,서울,5~9인,5.200638813732921e-06
금융및보험업,60세이상,남자,서울,5인 미만,1.6669034129093905e-05
금융및보험업,60세이상,남자,세종,10~19인,1.9784029531407586e-07
금융및보험업,60세이상,남자,세종,20~49인,1.884182401634246e-07
금융및보험업,60세이상,남자,세종,50~99인,1.1621736661776671e-06
금융및보험업,60세이상,남자,세종,5~9인,1.6034773352776422e-07
금융및보험업,60세이상,남자,세종,5인 미만,2.1691779201202715e-07
금융및보험업,60세이상,남자,울산,10~19인,1.1180045407868713e-06
금융및보험업,60세이상,남자,울산,20~49인,1.8579113617403532e-06
금융및보험업,60세이상,남자,울산,50~99인,9.098699308295035e-06
금융및보험업,60세이상,남자,울산,5~9인,8.791052233276217e-07
금융및보험업,60세이상,남자,울산,5인 미만,7.42392537063079e-07
금융및보험업,60세이상,남자,인천,100~299인,8.436185848570559e-06
금융및보험업,60세이상,남자,인천,10~19인,3.82640451972458e-06
금융및보험업,60세이상,남자,인천,20~49인,5.1280780289690264e-06
금융및보험업,60세이상,남자,인천,50~99인,2.6987477807189292e-05
금융및보험업,60세이상,남자,인천,5~9인,2.0606015999077214e-06
금융및보험업,60세이상,남자,인천,5인 미만,2.69145016727683e-06
금융및보험업,60세이상,남자,전남,100~299인,3.5048596463296886e-06
금융및보험업,60세이상,남자,전남,10~19인,2.8054070507656337e-06
금융및보험업,60세이상,남자,전남,20~49인,3.7759865533599638e-06
금융및보험업,60세이상,남자,전남,50~99인,9.00666400857525e-06
금융및보험업,60세이상,남자,전남,5~9인,2.191830901749971e-06
금융및보험업,60세이상,남자,전남,5인 미만,1.7185409800733547e-06
금융및보험업,60세이상,남자,전북,100~299인,1.0032430596547181e-05
금융및보험업,60세이상,남자,전북,10~19인,3.254047194549159e-06
금융및보험업,60세이상,남자,전북,20~49인,4.648011248107045e-06
금융및보험업,60세이상,남자,전북,50~99인,1.6342133441660913e-05
금융및보험업,60세이상,남자,전북,5~9인,2.312732607667488e-06
금융및보험업,60세이상,남자,전북,5인 미만,2.1871538829023986e-06
금융및보험업,60세이상,남자,제주,100~299인,2.133532587779355e-06
금융및보험업,60세이상,남자,제주,10~19인,7.238405176594234e-07
금융및보험업,60세이상,남자,제주,20~49인,1.145629770574683e-06
금융및보험업,60세이상,남자,제주,50~99인,3.2290286585127797e-06
금융및보험업,60세이상,남자,제주,5~9인,6.505880235829772e-07
금융및보험업,60세이상,남자,제주,5인 미만,6.277956772323474e-07
금융및보험업,60세이상,남자,충남,10~19인,1.908099064548841e-06
금융및보험업,60세이상,남자,충남,20~49인,2.9245589039751315e-06
금융및보험업,60세이상,남자,충남,50~99인,9.930614198413303e-06
금융및보험업,60세이상,남자,충남,5~9인,1.6166645044922753e-06
금융및보험업,60세이상,남자,충남,5인 미만,1.5400114040922217e-06
금융및보험업,60세이상,남자,충북,100~299인,4.636539502045383e-06
금융및보험업,60세이상,남자,충북,10~19인,1.995339272958422e-06
금융및보험업,60세이상,남자,충북,20~49인,2.2608296657171573e-06
금융및보험업,60세이상,남자,충북,50~99인,1.1011579482229147e-05
금융및보험업,60세이상,남자,충북,5~9인,1.2566532348741235e-06
금융및보험업,60세이상,남자,충북,5인 미만,1.5314806495256721e-06
금융및보험업,60세이상,여자,강원,100~299인,2.5778446358753018e-06
금융및보험업,60세이상,여자,강원,10~19인,3.2798155797810468e-06
금융및보험업,60세이상,여자,강원,20~49인,4.632482409016462e-06
금융및보험업,60세이상,여자,강원,50~99인,1.7927583841225907e-05
금융및보험업,60세이상,여자,강원,5~9인,2.6967435915993637e-06
금융및보험업,60세이상,여자,강원,5인 미만,2.898729849722134e-06
금융및보험업,60세이상,여자,경기,100~299인,2.652878713074578e-05
금융및보험업,60세이상,여자,경기,10~19인,1.3470501816458743e-05
금융및보험업,60세이상,여자,경기,20~49인,1.8830489521997466e-05
금융및보험업,60세이상,여자,경기,300~499인,3.254570084682581e-05
금융및보험업,60세이상,여자,경기,50~99인,9.240611750136595e-05
금융및보험업,60세이상,여자,경기,5~9인,7.662848284526326e-06
금융및보험업,60세이상,여자,경기,5인 미만,1.0785515419867328e-05
금융및보험업,60세이상,여자,경남,100~299인,6.168209554770158e-06
금융및보험업,60세이상,여자,경남,10~19인,6.659184779308884e-06
금융및보험업,60세이상,여자,경남,20~49인,1.1779933781061014e-05
금융및보험업,60세이상,여자,경남,50~99인,3.516934201290062e-05
금융및보험업,60세이상,여자,경남,5~9인,5.094266837999302e-06
금융및보험업,60세이상,여자,경남,5인 미만,4.739428611612462e-06
금융및보험업,60세이상,여자,경북,100~299인,5.026455192529073e-06
금융및보험업,60세이상,여자,경북,10~19인,5.7274196265154274e-06
금융및보험업,60세이상,여자,경북,20~49인,7.95944818149887e-06
금융및보험업,60세이상,여자,경북,50~99인,2.699922655965899e-05
금융및보험업,60세이상,여자,경북,5~9인,4.589743085645957e-06
금융및보험업,60세이상,여자,경북,5인 미만,5.156809201530511e-06
금융및보험업,60세이상,여자,광주,100~299인,8.148413357589987e-06
금융및보험업,60세이상,여자,광주,10~19인,3.0815571245125953e-06
금융및보험업,60세이상,여자,광주,20~49인,5.1672717126200446e-06
금융및보험업,60세이상,여자,광주,50~99인,2.4283167152373534e-05
금융및보험업,60세이상,여자,광주,5~9인,2.2542849351439302e-06
금융및보험업,60세이상,여자,광주,5인 미만,2.685249994925067e-06
금융및보험업,60세이상,여자,대구,100~299인,1.743734522067909e-05
금융및보험업,60세이상,여자,대구,10~19인,5.290643377260127e-06
금융및보험업,60세이상,여자,대구,20~49인,7.963451634761797e-06
금융및보험업,60세이상,여자,대구,50~99인,3.508747177379008e-05
금융및보험업,60세이상,여자,대구,5~9인,2.95320689242996e-06
금융및보험업,60세이상,여자,대구,5인 미만,3.627071126927414e-06
금융및보험업,60세이상,여자,대전,100~299인,6.705125654519334e-06
금융및보험업,60세이상,여자,대전,10~19인,2.054009599567246e-06
금융및보험업,60세이상,여자,대전,20~49인,4.130339028531873e-06
금융및보험업,60세이상,여자,대전,50~99인,1.8768009944941023e-05
금융및보험업,60세이상,여자,대전,5~9인,1.511910896187964e-06
금융및보험업,60세이상,여자,대전,5인 미만,1.8104816702948721e-06
금융및보험업,60세이상,여자,부산,100~299인,2.186537195181196e-05
금융및보험업,60세이상,여자,부산,10~19인,6.335996432606973e-06
금융및보험업,60세이상,여자,부산,20~49인,1.0457943003364586e-05
금융및보험업,60세이상,여자,부산,300~499인,2.034005114540817e-05
금융및보험업,60세이상,여자,부산,500~999인,4.9010325258850086e-05
금융및보험업,60세이상,여자,부산,50~99인,4.846162527587729e-05
금융및보험업,60세이상,여자,부산,5~9인,3.379992141302245e-06
금융및보험업,60세이상,여자,부산,5인 미만,4.261400305050903e-06
금융및보험업,60세이상,여자,서울,"1,000인 이상",0.0001443401449772948
금융및보험업,60세이상,여자,서울,100~299인,0.00011705364046807535
금융및보험업,60세이상,여자,서울,10~19인,1.1926347334713968e-05
금융및보험업,60세이상,여자,서울,20~49인,1.4613515435653405e-05
금융및보험업,60세이상,여자,서울,300~499인,0.0002429716124724116
금융및보험업,60세이상,여자,서울,500~999인,0.000269965280035054
금융및보험업,60세이상,여자,서울,50~99인,8.676946228268721e-05
금융및보험업,60세이상,여자,서울,5~9인,5.608935250569405e-06
금융및보험업,60세이상,여자,서울,5인 미만,1.9294660351187233e-05
금융및보험업,60세이상,여자,세종,10~19인,2.0685809771355153e-07
금융및보험업,60세이상,여자,세종,20~49인,1.970065737764194e-07
금융및보험업,60세이상,여자,세종,50~99인,1.3181866562555842e-06
금융및보험업,60세이상,여자,세종,5~9인,1.6765657914923697e-07
금융및보험업,60세이상,여자,세종,5인 미만,2.434198097314281e-07
금융및보험업,60세이상,여자,울산,10~19인,1.3863111946273049e-06
금융및보험업,60세이상,여자,울산,20~49인,2.303786098751555e-06
금융및보험업,60세이상,여자,울산,50~99인,1.2238961854761436e-05
금융및보험업,60세이상,여자,울산,5~9인,1.090079125704325e-06
금융및보험업,60세이상,여자,울산,5인 미만,9.879926842661249e-07
금융및보험업,60세이상,여자,인천,100~299인,1.0427522078499044e-05
금융및보험업,60세이상,여자,인천,10~19인,4.35991231153784e-06
금융및보험업,60세이상,여자,인천,20~49인,5.843075508032809e-06
금융및보험업,60세이상,여자,인천,50~99인,3.335779056185113e-05
금융및보험업,60세이상,여자,인천,5~9인,2.3479070856990565e-06
금융및보험업,60세이상,여자,인천,5인 미만,3.291366052872673e-06
금융및보험업,60세이상,여자,전남,100~299인,6.26838623315041e-06
금융및보험업,60세이상,여자,전남,10~19인,4.625225331451086e-06
금융및보험업,60세이상,여자,전남,20~49인,6.225402710473977e-06
금융및보험업,60세이상,여자,전남,50~99인,1.6108276614467807e-05
금융및보험업,60세이상,여자,전남,5~9인,3.6136331111966475e-06
금융및보험업,60세이상,여자,전남,5인 미만,3.0408841338777924e-06
금융및보험업,60세이상,여자,전북,100~299인,1.6332621831776502e-05
금융및보험업,60세이상,여자,전북,10~19인,4.883435817320939e-06
금융및보험업,60세이상,여자,전북,20~49인,6.975395023876216e-06
금융및보험업,60세이상,여자,전북,50~99인,2.6604707887930692e-05
금융및보험업,60세이상,여자,전북,5~9인,3.4707797941861855e-06
금융및보험업,60세이상,여자,전북,5인 미만,3.522767211106938e-06
금융및보험업,60세이상,여자,제주,100~299인,4.100819895211451e-06
금융및보험업,60세이상,여자,제주,10~19인,1.282526061712532e-06
금융및보험업,60세이상,여자,제주,20~49인,2.0298670798186874e-06
금융및보험업,60세이상,여자,제주,50~99인,6.206450766622439e-06
금융및보험업,60세이상,여자,제주,5~9인,1.1527347189423446e-06
금융및보험업,60세이상,여자,제주,5인 미만,1.1938358025765683e-06
금융및보험업,60세이상,여자,충남,10~19인,2.7634092430961876e-06
금융및보험업,60세이상,여자,충남,20~49인,4.2354997480883005e-06
금융및보험업,60세이상,여자,충남,50~99인,1.5601577145274313e-05
금융및보험업,60세이상,여자,충남,5~9인,2.341338412508365e-06
금융및보험업,60세이상,여자,충남,5인 미만,2.3937081182687204e-06
금융및보험업,60세이상,여자,충북,100~299인,6.9868690302809825e-06
금융및보험업,60세이상,여자,충북,10~19인,2.77177059518679e-06
금융및보험업,60세이상,여자,충북,20~49인,3.1405692621233637e-06
금융및보험업,60세이상,여자,충북,50~99인,1.6593509798616857e-05
금융및보험업,60세이상,여자,충북,5~9인,1.7456452303502759e-06
금융및보험업,60세이상,여자,충북,5인 미만,2.2832581417475624e-06
기타의사업,20~29세,남자,강원,"1,000인 이상",4.477890355154371e-05
기타의사업,20~29세,남자,강원,100~299인,0.00018527564206613327
기타의사업,20~29세,남자,강원,10~19인,5.593629025388725e-05
기타의사업,20~29세,남자,강원,20~49인,7.536339247017554e-05
기타의사업,20~29세,남자,강원,300~499인,0.0001076740683127965
기타의사업,20~29세,남자,강원,500~999인,0.00022473044049642915
기타의사업,20~29세,남자,강원,50~99인,0.00020438244956851002
기타의사업,20~29세,남자,강원,5~9인,7.101477258683195e-05
기타의사업,20~29세,남자,강원,5인 미만,0.0003412427421060661
기타의사업,20~29세,남자,경기,"1,000인 이상",0.0004401919676267446
기타의사업,20~29세,남자,경기,100~299인,0.0013826895823769263
기타의사업,20~29세,남자,경기,10~19인,0.000445396137546141
기타의사업,20~29세,남자,경기,20~49인,0.0004919595887714886
기타의사업,20~29세,남자,경기,300~499인,0.0011585976802747037
기타의사업,20~29세,남자,경기,500~999인,0.0013424682046138112
기타의사업,20~29세,남자,경기,50~99인,0.0014198989733589951
기타의사업,20~29세,남자,경기,5~9인,0.0006020153149421229
기타의사업,20~29세,남자,경기,5인 미만,0.0022448820649449415
기타의사업,20~29세,남자,경남,"1,000인 이상",6.18259120961591e-05
기타의사업,20~29세,남자,경남,100~299인,0.00024674489775921947
기타의사업,20~29세,남자,경남,10~19인,7.564443985224628e-05
기타의사업,20~29세,남자,경남,20~49인,0.00011107474072160581
기타의사업,20~29세,남자,경남,300~499인,0.00017836210347344617
기타의사업,20~29세,남자,경남,500~999인,0.00015402872010507855
기타의사업,20~29세,남자,경남,50~99인,0.0003133177726734933
기타의사업,20~29세,남자,경남,5~9인,9.664392404087222e-05
기타의사업,20~29세,남자,경남,5인 미만,0.0004981373032326038
기타의사업,20~29세,남자,경북,"1,000인 이상",5.5556157289711354e-05
기타의사업,20~29세,남자,경북,100~299인,0.00024367790946140035
기타의사업,20~29세,남자,경북,10~19인,7.519099069446175e-05
기타의사업,20~29세,남자,경북,20~49인,0.00011120026862417249
기타의사업,20~29세,남자,경북,300~499인,0.000180917171189145
기타의사업,20~29세,남자,경북,500~999인,0.0002563945119030679
기타의사업,20~29세,남자,경북,50~99인,0.00028196262200229404
기타의사업,20~29세,남자,경북,5~9인,8.847137627612201e-05
기타의사업,20~29세,남자,경북,5인 미만,0.000479869813969118
기타의사업,20~29세,남자,광주,"1,000인 이상",3.145767925219283e-05
기타의사업,20~29세,남자,광주,100~299인,0.000204661692860209
기타의사업,20~29세,남자,광주,10~19인,5.01223514553227e-05
기타의사업,20~29세,남자,광주,20~49인,5.788807202469877e-05
기타의사업,20~29세,남자,광주,300~499인,0.00014603107807528015
기타의사업,20~29세,남자,광주,500~999인,0.00010176821485207619
기타의사업,20~29세,남자,광주,50~99인,0.0001835556258674836
기타의사업,20~29세,남자,광주,5~9인,6.62587104253895e-05
기타의사업,20~29세,남자,광주,5인 미만,0.00026883157025230813
기타의사업,20~29세,남자,대구,"1,000인 이상",4.287076273776425e-05
기타의사업,20~29세,남자,대구,100~299인,0.0002143998307661794
기타의사업,20~29세,남자,대구,10~19인,6.275158399578559e-05
기타의사업,20~29세,남자,대구,20~49인,7.0398896228796e-05
기타의사업,20~29세,남자,대구,300~499인,0.0001503829157310987
기타의사업,20~29세,남자,대구,500~999인,0.00010426214885963467
기타의사업,20~29세,남자,대구,50~99인,0.0002133395629626995
기타의사업,20~29세,남자,대구,5~9인,7.921080754626747e-05
기타의사업,20~29세,남자,대구,5인 미만,0.000340162869896027
기타의사업,20~29세,남자,대전,"1,000인 이상",6.695382853497046e-05
기타의사업,20~29세,남자,대전,100~299인,0.00022597214436626955
기타의사업,20~29세,남자,대전,10~19인,5.341238506436471e-05
기타의사업,20~29세,남자,대전,20~49인,6.216717909369158e-05
기타의사업,20~29세,남자,대전,300~499인,0.0002166439424784214
기타의사업,20~29세,남자,대전,500~999인,0.0003403593562232323
기타의사업,20~29세,남자,대전,50~99인,0.00020006922010124014
기타의사업,20~29세,남자,대전,5~9인,7.160939225723076e-05
기타의사업,20~29세,남자,대전,5인 미만,0.00027209246865968277
기타의사업,20~29세,남자,부산,"1,000인 이상",6.433839451512259e-05
기타의사업,20~29세,남자,부산,100~299인,0.00035769967734715157
기타의사업,20~29세,남자,부산,10~19인,9.955700069460752e-05
기타의사업,20~29세,남자,부산,20~49인,0.00011258775459686333
기타의사업,20~29세,남자,부산,300~499인,0.0002659214099776561
기타의사업,20~29세,남자,부산,500~999인,0.00041136921744333544
기타의사업,20~29세,남자,부산,50~99인,0.00038346981794765817
기타의사업,20~29세,남자,부산,5~9인,0.0001370203209108262
기타의사업,20~29세,남자,부산,5인 미만,0.0005465390430074857
기타의사업,20~29세,남자,서울,"1,000인 이상",0.0007022582613863845
기타의사업,20~29세,남자,서울,100~299인,0.0016275619626358105
기타의사업,20~29세,남자,서울,10~19인,0.0003195329542719108
기타의사업,20~29세,남자,서울,20~49인,0.00036658686151368013
기타의사업,20~29세,남자,서울,300~499인,0.0015529406691815332
기타의사업,20~29세,남자,서울,500~999인,0.0018455980659983974
기타의사업,20~29세,남자,서울,50~99인,0.0011653216726286424
기타의사업,20~29세,남자,서울,5~9인,0.00037648293547701045
기타의사업,20~29세,남자,서울,5인 미만,0.0012341176854424036
기타의사업,20~29세,남자,세종,"1,000인 이상",1.1719581442043165e-05
기타의사업,20~29세,남자,세종,100~299인,3.976595191588157e-05
기타의사업,20~29세,남자,세종,10~19인,8.598082493713003e-06
기타의사업,20~29세,남자,세종,20~49인,1.052830331965229e-05
기타의사업,20~29세,남자,세종,300~499인,3.608406498050162e-05
기타의사업,20~29세,남자,세종,500~999인,7.693151447137316e-05
기타의사업,20~29세,남자,세종,50~99인,3.10938918134372e-05
기타의사업,20~29세,남자,세종,5~9인,1.143406776923741e-05
기타의사업,20~29세,남자,세종,5인 미만,4.227176627260539e-05
기타의사업,20~29세,남자,울산,"1,000인 이상",7.5932569952629594e-06
기타의사업,20~29세,남자,울산,100~299인,8.539397450911563e-05
기타의사업,20~29세,남자,울산,10~19인,2.5091905993657427e-05
기타의사업,20~29세,남자,울산,20~49인,3.065590480786488e-05
기타의사업,20~29세,남자,울산,300~499인,4.6691725587781906e-05
기타의사업,20~29세,남자,울산,500~999인,0.00010116061873847269
기타의사업,20~29세,남자,울산,50~99인,0.00010631357951050197
기타의사업,20~29세,남자,울산,5~9인,3.358067611394893e-05
기타의사업,20~29세,남자,울산,5인 미만,0.00014531031238282642
기타의사업,20~29세,남자,인천,"1,000인 이상",9.169821482752139e-05
기타의사업,20~29세,남자,인천,100~299인,0.0002806322139583128
기타의사업,20~29세,남자,인천,10~19인,8.972764722701062e-05
기타의사업,20~29세,남자,인천,20~49인,0.00010457642266585964
기타의사업,20~29세,남자,인천,300~499인,0.00017396700778132235
기타의사업,20~29세,남자,인천,500~999인,0.0002623855351927802
기타의사업,20~29세,남자,인천,50~99인,0.0002989985756387985
기타의사업,20~29세,남자,인천,5~9인,0.00011809680990023492
기타의사업,20~29세,남자,인천,5인 미만,0.0004660539060995903
기타의사업,20~29세,남자,전남,"1,000인 이상",1.526855752753531e-05
기타의사업,20~29세,남자,전남,100~299인,0.00021761855745494745
기타의사업,20~29세,남자,전남,10~19인,5.119144292334772e-05
기타의사업,20~29세,남자,전남,20~49인,7.747072693448269e-05
기타의사업,20~29세,남자,전남,300~499인,0.00012567324908189392
기타의사업,20~29세,남자,전남,500~999인,0.00018603649513363696
기타의사업,20~29세,남자,전남,50~99인,0.00019641427577090875
기타의사업,20~29세,남자,전남,5~9인,6.181105638813552e-05
기타의사업,20~29세,남자,전남,5인 미만,0.0003099893298528724
기타의사업,20~29세,남자,전북,"1,000인 이상",4.4557294746583654e-05
기타의사업,20~29세,남자,전북,100~299인,0.00017144568962779088
기타의사업,20~29세,남자,전북,10~19인,5.8598509729868514e-05
기타의사업,20~29세,남자,전북,20~49인,7.684568050605002e-05
기타의사업,20~29세,남자,전북,300~499인,9.726549360824618e-05
기타의사업,20~29세,남자,전북,500~999인,0.00016515874210935936
기타의사업,20~29세,남자,전북,50~99인,0.0001927094494711584
기타의사업,20~29세,남자,전북,5~9인,6.836074435822771e-05
기타의사업,20~29세,남자,전북,5인 미만,0.000333147030560146
기타의사업,20~29세,남자,제주,"1,000인 이상",3.7095494726607604e-05
기타의사업,20~29세,남자,제주,100~299인,0.0001165547080495502
기타의사업,20~29세,남자,제주,10~19인,3.4658905078940464e-05
기타의사업,20~29세,남자,제주,20~49인,4.165844754199165e-05
기타의사업,20~29세,남자,제주,300~499인,4.6313580270359475e-05
기타의사업,20~29세,남자,제주,500~999인,2.2389839672899772e-05
기타의사업,20~29세,남자,제주,50~99인,0.00011371749060050753
기타의사업,20~29세,남자,제주,5~9인,4.766290826452598e-05
기타의사업,20~29세,남자,제주,5인 미만,0.0002221730274492321
기타의사업,20~29세,남자,충남,"1,000인 이상",5.489290341131211e-05
기타의사업,20~29세,남자,충남,100~299인,0.00022446930305318572
기타의사업,20~29세,남자,충남,10~19인,6.867913373472773e-05
기타의사업,20~29세,남자,충남,20~49인,9.181082015392182e-05
기타의사업,20~29세,남자,충남,300~499인,0.00013946796581496985
기타의사업,20~29세,남자,충남,500~999인,0.00022241849169099304
기타의사업,20~29세,남자,충남,50~99인,0.00025878657295984537
기타의사업,20~29세,남자,충남,5~9인,9.160728966856038e-05
기타의사업,20~29세,남자,충남,5인 미만,0.00044324561153332007
기타의사업,20~29세,남자,충북,"1,000인 이상",3.8789020194603386e-05
기타의사업,20~29세,남자,충북,100~299인,0.00017208699134356684
기타의사업,20~29세,남자,충북,10~19인,5.3128687114375777e-05
기타의사업,20~29세,남자,충북,20~49인,6.730552158680156e-05
기타의사업,20~29세,남자,충북,300~499인,0.0001360882101573494
기타의사업,20~29세,남자,충북,500~999인,0.00018613213477845688
기타의사업,20~29세,남자,충북,50~99인,0.00020161264634291495
기타의사업,20~29세,남자,충북,5~9인,6.21092953345527e-05
기타의사업,20~29세,남자,충북,5인 미만,0.0002968888999729222
기타의사업,20~29세,여자,강원,"1,000인 이상",5.3559300494809726e-05
기타의사업,20~29세,여자,강원,100~299인,0.0001966801292345036
기타의사업,20~29세,여자,강원,10~19인,5.473784715498477e-05
기타의사업,20~29세,여자,강원,20~49인,7.374872089996907e-05
기타의사업,20~29세,여자,강원,300~499인,0.0001213470542133853
기타의사업,20~29세,여자,강원,500~999인,0.00025326782366109587
기타의사업,20~29세,여자,강원,50~99인,0.00021696304029026367
기타의사업,20~29세,여자,강원,5~9인,6.949327082580103e-05
