산업,연령,성별,시도,규모,발생형태,P_FL_given_accident
건설업,20~29세,남,강원,"1,000인 이상",끼임,9.181320053472008e-07
건설업,20~29세,남,강원,"1,000인 이상",넘어짐,2.7543960160416022e-06
건설업,20~29세,남,강원,"1,000인 이상",떨어짐,9.181320053472008e-07
건설업,20~29세,남,강원,"1,000인 이상",물체에맞음,9.181320053472008e-07
건설업,20~29세,남,강원,"1,000인 이상",부딪힘,9.181320053472008e-07
건설업,20~29세,남,강원,"1,000인 이상",불균형및무리한동작,9.181320053472008e-07
건설업,20~29세,남,강원,"1,000인 이상",업무상질병,9.181320053472008e-07
건설업,20~29세,남,강원,"1,000인 이상",절단베임찔림,1.8362640106944016e-06
건설업,20~29세,남,강원,100~299인,끼임,1.8362640106944016e-06
건설업,20~29세,남,강원,100~299인,넘어짐,2.7543960160416022e-06
건설업,20~29세,남,강원,100~299인,떨어짐,5.5087920320832045e-06
건설업,20~29세,남,강원,100~299인,무너짐,9.181320053472008e-07
건설업,20~29세,남,강원,100~299인,물체에맞음,6.4269240374304055e-06
건설업,20~29세,남,강원,100~299인,부딪힘,4.590660026736004e-06
건설업,20~29세,남,강원,100~299인,불균형및무리한동작,1.8362640106944016e-06
건설업,20~29세,남,강원,100~299인,업무상질병,1.8362640106944016e-06
건설업,20~29세,남,강원,100~299인,절단베임찔림,4.590660026736004e-06
건설업,20~29세,남,강원,10~19인,기타,9.181320053472008e-07
건설업,20~29세,남,강원,10~19인,끼임,3.6725280213888033e-06
건설업,20~29세,남,강원,10~19인,넘어짐,1.8362640106944016e-06
건설업,20~29세,남,강원,10~19인,떨어짐,1.0099452058819209e-05
건설업,20~29세,남,강원,10~19인,물체에맞음,5.5087920320832045e-06
건설업,20~29세,남,강원,10~19인,부딪힘,3.6725280213888033e-06
건설업,20~29세,남,강원,10~19인,불균형및무리한동작,9.181320053472008e-07
건설업,20~29세,남,강원,10~19인,업무상질병,9.181320053472008e-07
건설업,20~29세,남,강원,10~19인,절단베임찔림,9.181320053472008e-07
건설업,20~29세,남,강원,20~49인,끼임,1.8362640106944016e-06
건설업,20~29세,남,강원,20~49인,넘어짐,2.7543960160416022e-06
건설업,20~29세,남,강원,20~49인,떨어짐,4.590660026736004e-06
건설업,20~29세,남,강원,20~49인,물체에맞음,3.6725280213888033e-06
건설업,20~29세,남,강원,20~49인,부딪힘,3.6725280213888033e-06
건설업,20~29세,남,강원,20~49인,불균형및무리한동작,9.181320053472008e-07
건설업,20~29세,남,강원,20~49인,사업장외교통사고,1.8362640106944016e-06
건설업,20~29세,남,강원,20~49인,절단베임찔림,1.8362640106944016e-06
건설업,20~29세,남,강원,20~49인,화재,9.181320053472008e-07
건설업,20~29세,남,강원,300~499인,깔림.뒤집힘,9.181320053472008e-07
건설업,20~29세,남,강원,300~499인,끼임,9.181320053472008e-07
건설업,20~29세,남,강원,300~499인,넘어짐,2.7543960160416022e-06
건설업,20~29세,남,강원,300~499인,떨어짐,2.7543960160416022e-06
건설업,20~29세,남,강원,300~499인,물체에맞음,9.181320053472008e-07
건설업,20~29세,남,강원,300~499인,불균형및무리한동작,4.590660026736004e-06
건설업,20~29세,남,강원,300~499인,절단베임찔림,9.181320053472008e-07
건설업,20~29세,남,강원,500~999인,떨어짐,9.181320053472008e-07
건설업,20~29세,남,강원,50~99인,깔림.뒤집힘,9.181320053472008e-07
건설업,20~29세,남,강원,50~99인,끼임,9.181320053472008e-07
건설업,20~29세,남,강원,50~99인,넘어짐,9.181320053472008e-07
건설업,20~29세,남,강원,50~99인,떨어짐,2.7543960160416022e-06
건설업,20~29세,남,강원,50~99인,물체에맞음,2.7543960160416022e-06
건설업,20~29세,남,강원,50~99인,부딪힘,1.8362640106944016e-06
건설업,20~29세,남,강원,50~99인,불균형및무리한동작,9.181320053472008e-07
건설업,20~29세,남,강원,50~99인,절단베임찔림,1.8362640106944016e-06
건설업,20~29세,남,강원,5~9인,끼임,2.7543960160416022e-06
건설업,20~29세,남,강원,5~9인,넘어짐,7.3450560427776065e-06
건설업,20~29세,남,강원,5~9인,떨어짐,4.590660026736004e-06
건설업,20~29세,남,강원,5~9인,무너짐,2.7543960160416022e-06
건설업,20~29세,남,강원,5~9인,물체에맞음,2.7543960160416022e-06
건설업,20~29세,남,강원,5~9인,부딪힘,6.4269240374304055e-06
건설업,20~29세,남,강원,5~9인,불균형및무리한동작,1.8362640106944016e-06
건설업,20~29세,남,강원,5~9인,사업장외교통사고,9.181320053472008e-07
건설업,20~29세,남,강원,5~9인,절단베임찔림,1.8362640106944016e-06
건설업,20~29세,남,강원,5인 미만,깔림.뒤집힘,1.8362640106944016e-06
건설업,20~29세,남,강원,5인 미만,끼임,1.193571606951361e-05
건설업,20~29세,남,강원,5인 미만,넘어짐,1.7444508101596815e-05
건설업,20~29세,남,강원,5인 미만,동물상해,9.181320053472008e-07
건설업,20~29세,남,강원,5인 미만,떨어짐,3.488901620319363e-05
건설업,20~29세,남,강원,5인 미만,무너짐,2.7543960160416022e-06
건설업,20~29세,남,강원,5인 미만,물체에맞음,2.2035168128332818e-05
건설업,20~29세,남,강원,5인 미만,부딪힘,1.4690112085555213e-05
건설업,20~29세,남,강원,5인 미만,불균형및무리한동작,9.181320053472009e-06
건설업,20~29세,남,강원,5인 미만,사업장외교통사고,2.7543960160416022e-06
건설업,20~29세,남,강원,5인 미만,업무상질병,3.6725280213888033e-06
건설업,20~29세,남,강원,5인 미만,절단베임찔림,1.7444508101596815e-05
건설업,20~29세,남,강원,5인 미만,화학물질누출접촉,9.181320053472008e-07
건설업,20~29세,남,경기,"1,000인 이상",깔림.뒤집힘,2.7543960160416022e-06
건설업,20~29세,남,경기,"1,000인 이상",끼임,8.263188048124807e-06
건설업,20~29세,남,경기,"1,000인 이상",넘어짐,2.387143213902722e-05
건설업,20~29세,남,경기,"1,000인 이상",떨어짐,5.5087920320832045e-06
건설업,20~29세,남,경기,"1,000인 이상",물체에맞음,4.590660026736004e-06
건설업,20~29세,남,경기,"1,000인 이상",부딪힘,7.3450560427776065e-06
건설업,20~29세,남,경기,"1,000인 이상",불균형및무리한동작,5.5087920320832045e-06
건설업,20~29세,남,경기,"1,000인 이상",사업장외교통사고,3.6725280213888033e-06
건설업,20~29세,남,경기,"1,000인 이상",업무상질병,2.7543960160416022e-06
건설업,20~29세,남,경기,"1,000인 이상",절단베임찔림,1.8362640106944016e-06
건설업,20~29세,남,경기,100~299인,감전,9.181320053472008e-07
건설업,20~29세,남,경기,100~299인,깔림.뒤집힘,1.5608244090902415e-05
건설업,20~29세,남,경기,100~299인,끼임,3.0298356176457628e-05
건설업,20~29세,남,경기,100~299인,넘어짐,4.315220425131844e-05
건설업,20~29세,남,경기,100~299인,동물상해,9.181320053472008e-07
건설업,20~29세,남,경기,100~299인,떨어짐,4.315220425131844e-05
건설업,20~29세,남,경기,100~299인,무너짐,1.8362640106944016e-06
건설업,20~29세,남,경기,100~299인,물체에맞음,3.764341221923523e-05
건설업,20~29세,남,경기,100~299인,부딪힘,3.305275219249923e-05
건설업,20~29세,남,경기,100~299인,불균형및무리한동작,1.2853848074860811e-05
건설업,20~29세,남,경기,100~299인,사업장외교통사고,5.5087920320832045e-06
건설업,20~29세,남,경기,100~299인,업무상질병,1.0099452058819209e-05
건설업,20~29세,남,경기,100~299인,이상온도물체접촉,9.181320053472008e-07
건설업,20~29세,남,경기,100~299인,절단베임찔림,7.3450560427776065e-06
건설업,20~29세,남,경기,100~299인,체육행사,9.181320053472008e-07
건설업,20~29세,남,경기,100~299인,화재,1.8362640106944016e-06
건설업,20~29세,남,경기,10~19인,감전,9.181320053472008e-07
건설업,20~29세,남,경기,10~19인,깔림.뒤집힘,3.6725280213888033e-06
건설업,20~29세,남,경기,10~19인,끼임,1.6526376096249613e-05
건설업,20~29세,남,경기,10~19인,넘어짐,1.9280772112291216e-05
건설업,20~29세,남,경기,10~19인,떨어짐,3.764341221923523e-05
건설업,20~29세,남,경기,10~19인,무너짐,1.8362640106944016e-06
건설업,20~29세,남,경기,10~19인,물체에맞음,1.8362640106944017e-05
건설업,20~29세,남,경기,10~19인,부딪힘,1.4690112085555213e-05
건설업,20~29세,남,경기,10~19인,불균형및무리한동작,8.263188048124807e-06
건설업,20~29세,남,경기,10~19인,사업장외교통사고,9.181320053472008e-07
건설업,20~29세,남,경기,10~19인,업무상질병,1.8362640106944016e-06
건설업,20~29세,남,경기,10~19인,이상온도물체접촉,9.181320053472008e-07
건설업,20~29세,남,경기,10~19인,절단베임찔림,1.0099452058819209e-05
건설업,20~29세,남,경기,10~19인,폭발파열,9.181320053472008e-07
건설업,20~29세,남,경기,10~19인,화재,1.8362640106944016e-06
건설업,20~29세,남,경기,20~49인,감전,9.181320053472008e-07
건설업,20~29세,남,경기,20~49인,깔림.뒤집힘,8.263188048124807e-06
건설업,20~29세,남,경기,20~49인,끼임,1.8362640106944017e-05
건설업,20~29세,남,경기,20~49인,넘어짐,3.213462018715203e-05
건설업,20~29세,남,경기,20~49인,떨어짐,5.325165631013765e-05
건설업,20~29세,남,경기,20~49인,무너짐,7.3450560427776065e-06
건설업,20~29세,남,경기,20~49인,물체에맞음,2.6625828155068824e-05
건설업,20~29세,남,경기,20~49인,부딪힘,1.9280772112291216e-05
건설업,20~29세,남,경기,20~49인,불균형및무리한동작,1.9280772112291216e-05
건설업,20~29세,남,경기,20~49인,사업장외교통사고,9.181320053472008e-07
건설업,20~29세,남,경기,20~49인,업무상질병,2.7543960160416022e-06
건설업,20~29세,남,경기,20~49인,이상온도물체접촉,9.181320053472008e-07
건설업,20~29세,남,경기,20~49인,절단베임찔림,1.4690112085555213e-05
건설업,20~29세,남,경기,20~49인,폭력행위,9.181320053472008e-07
건설업,20~29세,남,경기,20~49인,화학물질누출접촉,9.181320053472008e-07
건설업,20~29세,남,경기,300~499인,깔림.뒤집힘,5.5087920320832045e-06
건설업,20~29세,남,경기,300~499인,끼임,1.3771980080208011e-05
건설업,20~29세,남,경기,300~499인,넘어짐,3.121648818180483e-05
건설업,20~29세,남,경기,300~499인,떨어짐,1.6526376096249613e-05
건설업,20~29세,남,경기,300~499인,무너짐,1.8362640106944016e-06
건설업,20~29세,남,경기,300~499인,물체에맞음,1.4690112085555213e-05
건설업,20~29세,남,경기,300~499인,부딪힘,1.4690112085555213e-05
건설업,20~29세,남,경기,300~499인,불균형및무리한동작,8.263188048124807e-06
건설업,20~29세,남,경기,300~499인,사업장외교통사고,3.6725280213888033e-06
건설업,20~29세,남,경기,300~499인,업무상질병,2.7543960160416022e-06
건설업,20~29세,남,경기,300~499인,이상온도물체접촉,9.181320053472008e-07
건설업,20~29세,남,경기,300~499인,절단베임찔림,9.181320053472009e-06
건설업,20~29세,남,경기,300~499인,화학물질누출접촉,1.8362640106944016e-06
건설업,20~29세,남,경기,500~999인,감전,9.181320053472008e-07
건설업,20~29세,남,경기,500~999인,기타,9.181320053472008e-07
건설업,20~29세,남,경기,500~999인,깔림.뒤집힘,7.3450560427776065e-06
건설업,20~29세,남,경기,500~999인,끼임,3.6725280213888033e-06
건설업,20~29세,남,경기,500~999인,넘어짐,1.5608244090902415e-05
건설업,20~29세,남,경기,500~999인,떨어짐,1.4690112085555213e-05
건설업,20~29세,남,경기,500~999인,무너짐,9.181320053472008e-07
건설업,20~29세,남,경기,500~999인,물체에맞음,1.3771980080208011e-05
건설업,20~29세,남,경기,500~999인,부딪힘,8.263188048124807e-06
건설업,20~29세,남,경기,500~999인,불균형및무리한동작,7.3450560427776065e-06
건설업,20~29세,남,경기,500~999인,업무상질병,3.6725280213888033e-06
건설업,20~29세,남,경기,500~999인,이상온도물체접촉,9.181320053472008e-07
건설업,20~29세,남,경기,500~999인,절단베임찔림,5.5087920320832045e-06
건설업,20~29세,남,경기,50~99인,깔림.뒤집힘,7.3450560427776065e-06
건설업,20~29세,남,경기,50~99인,끼임,2.295330013368002e-05
건설업,20~29세,남,경기,50~99인,넘어짐,1.5608244090902415e-05
건설업,20~29세,남,경기,50~99인,떨어짐,1.5608244090902415e-05
건설업,20~29세,남,경기,50~99인,무너짐,2.7543960160416022e-06
건설업,20~29세,남,경기,50~99인,물체에맞음,1.7444508101596815e-05
건설업,20~29세,남,경기,50~99인,부딪힘,7.3450560427776065e-06
건설업,20~29세,남,경기,50~99인,불균형및무리한동작,8.263188048124807e-06
건설업,20~29세,남,경기,50~99인,사업장외교통사고,1.8362640106944016e-06
건설업,20~29세,남,경기,50~99인,업무상질병,2.7543960160416022e-06
건설업,20~29세,남,경기,50~99인,이상온도물체접촉,2.7543960160416022e-06
건설업,20~29세,남,경기,50~99인,절단베임찔림,6.4269240374304055e-06
건설업,20~29세,남,경기,5~9인,감전,9.181320053472008e-07
건설업,20~29세,남,경기,5~9인,깔림.뒤집힘,7.3450560427776065e-06
건설업,20~29세,남,경기,5~9인,끼임,1.8362640106944017e-05
건설업,20~29세,남,경기,5~9인,넘어짐,1.7444508101596815e-05
건설업,20~29세,남,경기,5~9인,떨어짐,2.7543960160416022e-05
건설업,20~29세,남,경기,5~9인,무너짐,2.7543960160416022e-06
건설업,20~29세,남,경기,5~9인,물체에맞음,1.6526376096249613e-05
건설업,20~29세,남,경기,5~9인,부딪힘,7.3450560427776065e-06
건설업,20~29세,남,경기,5~9인,불균형및무리한동작,1.193571606951361e-05
건설업,20~29세,남,경기,5~9인,사업장외교통사고,9.181320053472008e-07
건설업,20~29세,남,경기,5~9인,업무상질병,9.181320053472008e-07
건설업,20~29세,남,경기,5~9인,이상온도물체접촉,9.181320053472008e-07
건설업,20~29세,남,경기,5~9인,절단베임찔림,2.478956414437442e-05
건설업,20~29세,남,경기,5~9인,폭력행위,9.181320053472008e-07
건설업,20~29세,남,경기,5~9인,화학물질누출접촉,2.7543960160416022e-06
건설업,20~29세,남,경기,5인 미만,감전,6.4269240374304055e-06
건설업,20~29세,남,경기,5인 미만,깔림.뒤집힘,1.3771980080208011e-05
건설업,20~29세,남,경기,5인 미만,끼임,3.764341221923523e-05
건설업,20~29세,남,경기,5인 미만,넘어짐,3.764341221923523e-05
건설업,20~29세,남,경기,5인 미만,동물상해,1.8362640106944016e-06
건설업,20~29세,남,경기,5인 미만,떨어짐,0.0001285384807486081
건설업,20~29세,남,경기,5인 미만,무너짐,1.0099452058819209e-05
건설업,20~29세,남,경기,5인 미만,물체에맞음,6.518737237965126e-05
건설업,20~29세,남,경기,5인 미만,부딪힘,3.488901620319363e-05
건설업,20~29세,남,경기,5인 미만,불균형및무리한동작,2.478956414437442e-05
건설업,20~29세,남,경기,5인 미만,사업장외교통사고,1.8362640106944016e-06
건설업,20~29세,남,경기,5인 미만,업무상질병,8.263188048124807e-06
건설업,20~29세,남,경기,5인 미만,이상온도물체접촉,5.5087920320832045e-06
건설업,20~29세,남,경기,5인 미만,절단베임찔림,7.161429641708166e-05
건설업,20~29세,남,경기,5인 미만,폭력행위,9.181320053472008e-07
건설업,20~29세,남,경기,5인 미만,폭발파열,9.181320053472008e-07
건설업,20~29세,남,경기,5인 미만,화학물질누출접촉,2.7543960160416022e-06
건설업,20~29세,남,경남,"1,000인 이상",깔림.뒤집힘,9.181320053472008e-07
건설업,20~29세,남,경남,"1,000인 이상",끼임,9.181320053472008e-07
건설업,20~29세,남,경남,"1,000인 이상",넘어짐,9.181320053472008e-07
건설업,20~29세,남,경남,"1,000인 이상",부딪힘,9.181320053472008e-07
건설업,20~29세,남,경남,"1,000인 이상",불균형및무리한동작,9.181320053472008e-07
건설업,20~29세,남,경남,"1,000인 이상",절단베임찔림,1.8362640106944016e-06
건설업,20~29세,남,경남,100~299인,감전,9.181320053472008e-07
건설업,20~29세,남,경남,100~299인,끼임,9.181320053472008e-07
건설업,20~29세,남,경남,100~299인,넘어짐,8.263188048124807e-06
건설업,20~29세,남,경남,100~299인,떨어짐,1.1017584064166409e-05
건설업,20~29세,남,경남,100~299인,무너짐,2.7543960160416022e-06
건설업,20~29세,남,경남,100~299인,물체에맞음,3.6725280213888033e-06
건설업,20~29세,남,경남,100~299인,부딪힘,5.5087920320832045e-06
건설업,20~29세,남,경남,100~299인,불균형및무리한동작,9.181320053472008e-07
건설업,20~29세,남,경남,100~299인,사업장외교통사고,9.181320053472008e-07
건설업,20~29세,남,경남,100~299인,업무상질병,2.7543960160416022e-06
건설업,20~29세,남,경남,100~299인,절단베임찔림,3.6725280213888033e-06
건설업,20~29세,남,경남,10~19인,깔림.뒤집힘,9.181320053472008e-07
건설업,20~29세,남,경남,10~19인,끼임,2.7543960160416022e-06
건설업,20~29세,남,경남,10~19인,넘어짐,6.4269240374304055e-06
건설업,20~29세,남,경남,10~19인,떨어짐,8.263188048124807e-06
건설업,20~29세,남,경남,10~19인,무너짐,1.8362640106944016e-06
건설업,20~29세,남,경남,10~19인,물체에맞음,4.590660026736004e-06
건설업,20~29세,남,경남,10~19인,부딪힘,9.181320053472008e-07
건설업,20~29세,남,경남,10~19인,불균형및무리한동작,2.7543960160416022e-06
건설업,20~29세,남,경남,20~49인,감전,9.181320053472008e-07
건설업,20~29세,남,경남,20~49인,깔림.뒤집힘,2.7543960160416022e-06
건설업,20~29세,남,경남,20~49인,끼임,4.590660026736004e-06
건설업,20~29세,남,경남,20~49인,넘어짐,6.4269240374304055e-06
건설업,20~29세,남,경남,20~49인,떨어짐,7.3450560427776065e-06
건설업,20~29세,남,경남,20~49인,물체에맞음,3.6725280213888033e-06
건설업,20~29세,남,경남,20~49인,부딪힘,4.590660026736004e-06
건설업,20~29세,남,경남,20~49인,불균형및무리한동작,9.181320053472008e-07
건설업,20~29세,남,경남,20~49인,사업장외교통사고,9.181320053472008e-07
건설업,20~29세,남,경남,20~49인,업무상질병,2.7543960160416022e-06
건설업,20~29세,남,경남,20~49인,절단베임찔림,1.8362640106944016e-06
건설업,20~29세,남,경남,20~49인,화재,9.181320053472008e-07
건설업,20~29세,남,경남,300~499인,깔림.뒤집힘,9.181320053472008e-07
건설업,20~29세,남,경남,300~499인,넘어짐,1.8362640106944016e-06
건설업,20~29세,남,경남,300~499인,물체에맞음,1.8362640106944016e-06
건설업,20~29세,남,경남,300~499인,부딪힘,1.8362640106944016e-06
건설업,20~29세,남,경남,300~499인,불균형및무리한동작,3.6725280213888033e-06
건설업,20~29세,남,경남,300~499인,절단베임찔림,9.181320053472008e-07
건설업,20~29세,남,경남,500~999인,끼임,9.181320053472008e-07
건설업,20~29세,남,경남,500~999인,넘어짐,9.181320053472008e-07
건설업,20~29세,남,경남,500~999인,떨어짐,9.181320053472008e-07
건설업,20~29세,남,경남,500~999인,물체에맞음,9.181320053472008e-07
건설업,20~29세,남,경남,500~999인,불균형및무리한동작,1.8362640106944016e-06
건설업,20~29세,남,경남,50~99인,끼임,1.8362640106944016e-06
건설업,20~29세,남,경남,50~99인,넘어짐,2.7543960160416022e-06
건설업,20~29세,남,경남,50~99인,떨어짐,3.6725280213888033e-06
건설업,20~29세,남,경남,50~99인,물체에맞음,5.5087920320832045e-06
건설업,20~29세,남,경남,50~99인,부딪힘,2.7543960160416022e-06
건설업,20~29세,남,경남,50~99인,불균형및무리한동작,2.7543960160416022e-06
건설업,20~29세,남,경남,50~99인,업무상질병,9.181320053472008e-07
건설업,20~29세,남,경남,50~99인,절단베임찔림,3.6725280213888033e-06
건설업,20~29세,남,경남,5~9인,끼임,1.8362640106944016e-06
건설업,20~29세,남,경남,5~9인,넘어짐,5.5087920320832045e-06
건설업,20~29세,남,경남,5~9인,떨어짐,7.3450560427776065e-06
건설업,20~29세,남,경남,5~9인,물체에맞음,3.6725280213888033e-06
건설업,20~29세,남,경남,5~9인,부딪힘,4.590660026736004e-06
건설업,20~29세,남,경남,5~9인,업무상질병,1.8362640106944016e-06
건설업,20~29세,남,경남,5~9인,절단베임찔림,4.590660026736004e-06
건설업,20~29세,남,경남,5인 미만,감전,3.6725280213888033e-06
건설업,20~29세,남,경남,5인 미만,깔림.뒤집힘,3.6725280213888033e-06
건설업,20~29세,남,경남,5인 미만,끼임,1.7444508101596815e-05
건설업,20~29세,남,경남,5인 미만,넘어짐,1.4690112085555213e-05
건설업,20~29세,남,경남,5인 미만,떨어짐,4.682473227270724e-05
건설업,20~29세,남,경남,5인 미만,무너짐,9.181320053472008e-07
건설업,20~29세,남,경남,5인 미만,물체에맞음,1.8362640106944017e-05
건설업,20~29세,남,경남,5인 미만,부딪힘,1.8362640106944017e-05
건설업,20~29세,남,경남,5인 미만,불균형및무리한동작,7.3450560427776065e-06
건설업,20~29세,남,경남,5인 미만,빠짐익사,9.181320053472008e-07
건설업,20~29세,남,경남,5인 미만,사업장외교통사고,3.6725280213888033e-06
건설업,20~29세,남,경남,5인 미만,산소결핍,9.181320053472008e-07
건설업,20~29세,남,경남,5인 미만,업무상질병,2.7543960160416022e-06
건설업,20~29세,남,경남,5인 미만,이상온도물체접촉,2.7543960160416022e-06
건설업,20~29세,남,경남,5인 미만,절단베임찔림,2.9380224171110426e-05
건설업,20~29세,남,경남,5인 미만,폭발파열,9.181320053472008e-07
건설업,20~29세,남,경북,"1,000인 이상",감전,9.181320053472008e-07
건설업,20~29세,남,경북,"1,000인 이상",끼임,9.181320053472008e-07
건설업,20~29세,남,경북,"1,000인 이상",무너짐,9.181320053472008e-07
건설업,20~29세,남,경북,"1,000인 이상",물체에맞음,9.181320053472008e-07
건설업,20~29세,남,경북,100~299인,감전,1.8362640106944016e-06
건설업,20~29세,남,경북,100~299인,깔림.뒤집힘,9.181320053472008e-07
건설업,20~29세,남,경북,100~299인,끼임,9.181320053472008e-07
건설업,20~29세,남,경북,100~299인,넘어짐,1.8362640106944016e-06
건설업,20~29세,남,경북,100~299인,떨어짐,1.8362640106944016e-06
건설업,20~29세,남,경북,100~299인,물체에맞음,4.590660026736004e-06
건설업,20~29세,남,경북,100~299인,부딪힘,2.7543960160416022e-06
건설업,20~29세,남,경북,100~299인,불균형및무리한동작,9.181320053472008e-07
건설업,20~29세,남,경북,100~299인,업무상질병,1.8362640106944016e-06
건설업,20~29세,남,경북,100~299인,절단베임찔림,1.8362640106944016e-06
건설업,20~29세,남,경북,10~19인,깔림.뒤집힘,9.181320053472008e-07
건설업,20~29세,남,경북,10~19인,끼임,3.6725280213888033e-06
건설업,20~29세,남,경북,10~19인,넘어짐,6.4269240374304055e-06
건설업,20~29세,남,경북,10~19인,떨어짐,6.4269240374304055e-06
건설업,20~29세,남,경북,10~19인,물체에맞음,1.8362640106944016e-06
건설업,20~29세,남,경북,10~19인,부딪힘,9.181320053472008e-07
건설업,20~29세,남,경북,10~19인,불균형및무리한동작,3.6725280213888033e-06
건설업,20~29세,남,경북,10~19인,절단베임찔림,3.6725280213888033e-06
건설업,20~29세,남,경북,20~49인,깔림.뒤집힘,9.181320053472008e-07
건설업,20~29세,남,경북,20~49인,끼임,3.6725280213888033e-06
건설업,20~29세,남,경북,20~49인,넘어짐,6.4269240374304055e-06
건설업,20~29세,남,경북,20~49인,떨어짐,5.5087920320832045e-06
건설업,20~29세,남,경북,20~49인,물체에맞음,5.5087920320832045e-06
건설업,20~29세,남,경북,20~49인,불균형및무리한동작,3.6725280213888033e-06
건설업,20~29세,남,경북,20~49인,빠짐익사,9.181320053472008e-07
건설업,20~29세,남,경북,20~49인,폭발파열,9.181320053472008e-07
건설업,20~29세,남,경북,300~499인,넘어짐,9.181320053472008e-07
건설업,20~29세,남,경북,300~499인,물체에맞음,1.8362640106944016e-06
건설업,20~29세,남,경북,300~499인,부딪힘,1.8362640106944016e-06
건설업,20~29세,남,경북,300~499인,업무상질병,9.181320053472008e-07
건설업,20~29세,남,경북,300~499인,절단베임찔림,9.181320053472008e-07
건설업,20~29세,남,경북,300~499인,화학물질누출접촉,9.181320053472008e-07
건설업,20~29세,남,경북,500~999인,감전,9.181320053472008e-07
건설업,20~29세,남,경북,500~999인,끼임,9.181320053472008e-07
건설업,20~29세,남,경북,500~999인,넘어짐,3.6725280213888033e-06
건설업,20~29세,남,경북,500~999인,떨어짐,4.590660026736004e-06
건설업,20~29세,남,경북,500~999인,부딪힘,1.8362640106944016e-06
건설업,20~29세,남,경북,50~99인,넘어짐,1.8362640106944016e-06
건설업,20~29세,남,경북,50~99인,물체에맞음,2.7543960160416022e-06
건설업,20~29세,남,경북,50~99인,부딪힘,9.181320053472008e-07
건설업,20~29세,남,경북,50~99인,불균형및무리한동작,9.181320053472008e-07
건설업,20~29세,남,경북,50~99인,업무상질병,9.181320053472008e-07
건설업,20~29세,남,경북,50~99인,화학물질누출접촉,9.181320053472008e-07
건설업,20~29세,남,경북,5~9인,깔림.뒤집힘,9.181320053472008e-07
건설업,20~29세,남,경북,5~9인,끼임,1.8362640106944016e-06
건설업,20~29세,남,경북,5~9인,넘어짐,3.6725280213888033e-06
건설업,20~29세,남,경북,5~9인,떨어짐,1.1017584064166409e-05
건설업,20~29세,남,경북,5~9인,물체에맞음,7.3450560427776065e-06
건설업,20~29세,남,경북,5~9인,부딪힘,5.5087920320832045e-06
건설업,20~29세,남,경북,5~9인,불균형및무리한동작,1.8362640106944016e-06
건설업,20~29세,남,경북,5~9인,사업장외교통사고,9.181320053472008e-07
건설업,20~29세,남,경북,5~9인,업무상질병,9.181320053472008e-07
건설업,20~29세,남,경북,5~9인,절단베임찔림,6.4269240374304055e-06
건설업,20~29세,남,경북,5~9인,화학물질누출접촉,9.181320053472008e-07
건설업,20~29세,남,경북,5인 미만,감전,5.5087920320832045e-06
건설업,20~29세,남,경북,5인 미만,깔림.뒤집힘,2.7543960160416022e-06
건설업,20~29세,남,경북,5인 미만,끼임,1.1017584064166409e-05
건설업,20~29세,남,경북,5인 미만,넘어짐,1.3771980080208011e-05
건설업,20~29세,남,경북,5인 미만,떨어짐,2.387143213902722e-05
건설업,20~29세,남,경북,5인 미만,무너짐,3.6725280213888033e-06
건설업,20~29세,남,경북,5인 미만,물체에맞음,1.7444508101596815e-05
건설업,20~29세,남,경북,5인 미만,부딪힘,8.263188048124807e-06
건설업,20~29세,남,경북,5인 미만,불균형및무리한동작,4.590660026736004e-06
건설업,20~29세,남,경북,5인 미만,사업장외교통사고,2.7543960160416022e-06
건설업,20~29세,남,경북,5인 미만,업무상질병,3.6725280213888033e-06
건설업,20~29세,남,경북,5인 미만,절단베임찔림,1.6526376096249613e-05
건설업,20~29세,남,경북,5인 미만,화재,9.181320053472008e-07
건설업,20~29세,남,경북,5인 미만,화학물질누출접촉,9.181320053472008e-07
건설업,20~29세,남,광주,100~299인,깔림.뒤집힘,9.181320053472008e-07
건설업,20~29세,남,광주,100~299인,끼임,2.7543960160416022e-06
건설업,20~29세,남,광주,100~299인,넘어짐,7.3450560427776065e-06
건설업,20~29세,남,광주,100~299인,떨어짐,6.4269240374304055e-06
건설업,20~29세,남,광주,100~299인,물체에맞음,4.590660026736004e-06
건설업,20~29세,남,광주,100~299인,부딪힘,2.7543960160416022e-06
건설업,20~29세,남,광주,100~299인,불균형및무리한동작,2.7543960160416022e-06
건설업,20~29세,남,광주,100~299인,절단베임찔림,3.6725280213888033e-06
건설업,20~29세,남,광주,10~19인,감전,1.8362640106944016e-06
건설업,20~29세,남,광주,10~19인,깔림.뒤집힘,9.181320053472008e-07
건설업,20~29세,남,광주,10~19인,끼임,1.8362640106944016e-06
건설업,20~29세,남,광주,10~19인,넘어짐,1.8362640106944016e-06
건설업,20~29세,남,광주,10~19인,떨어짐,9.181320053472009e-06
건설업,20~29세,남,광주,10~19인,물체에맞음,3.6725280213888033e-06
건설업,20~29세,남,광주,10~19인,부딪힘,9.181320053472008e-07
건설업,20~29세,남,광주,10~19인,불균형및무리한동작,3.6725280213888033e-06
건설업,20~29세,남,광주,10~19인,사업장외교통사고,9.181320053472008e-07
건설업,20~29세,남,광주,20~49인,끼임,3.6725280213888033e-06
