baseline_id	industry	size_class	region	accident_count	death_count	serious_ratio	top_accident_type
510	제조업	20~29인	전북	807	19	0.0235	끼임
511	제조업	20~29인	제주	105	2	0.0190	끼임
512	제조업	20~29인	충남	1275	23	0.0180	끼임
513	제조업	20~29인	충북	1253	28	0.0223	끼임
514	제조업	300~499인	강원	280	9	0.0321	업무상질병
515	제조업	300~499인	경기	1293	15	0.0116	업무상질병
516	제조업	300~499인	경남	492	10	0.0203	업무상질병
517	제조업	300~499인	경북	658	13	0.0198	업무상질병
518	제조업	300~499인	광주	380	3	0.0079	업무상질병
519	제조업	300~499인	대구	300	10	0.0333	업무상질병
520	제조업	300~499인	대전	165	0	0.0000	끼임
521	제조업	300~499인	부산	199	6	0.0302	업무상질병
522	제조업	300~499인	서울	29	1	0.0345	업무상질병
523	제조업	300~499인	울산	269	4	0.0149	업무상질병
524	제조업	300~499인	인천	223	3	0.0135	끼임
525	제조업	300~499인	전남	112	1	0.0089	업무상질병
526	제조업	300~499인	전북	374	4	0.0107	업무상질병
527	제조업	300~499인	제주	5	1	0.2000	부딪힘
528	제조업	300~499인	충남	974	8	0.0082	업무상질병
529	제조업	300~499인	충북	605	7	0.0116	업무상질병
530	제조업	30~49인	강원	488	5	0.0102	업무상질병
531	제조업	30~49인	경기	6832	123	0.0180	끼임
532	제조업	30~49인	경남	3047	66	0.0217	끼임
533	제조업	30~49인	경북	1268	28	0.0221	업무상질병
534	제조업	30~49인	광주	728	12	0.0165	끼임
535	제조업	30~49인	대구	1893	40	0.0211	끼임
536	제조업	30~49인	대전	688	10	0.0145	끼임
537	제조업	30~49인	부산	1649	33	0.0200	끼임
538	제조업	30~49인	서울	489	14	0.0286	업무상질병
539	제조업	30~49인	울산	1033	15	0.0145	업무상질병
540	제조업	30~49인	인천	1461	32	0.0219	끼임
541	제조업	30~49인	전남	594	9	0.0152	업무상질병
542	제조업	30~49인	전북	910	16	0.0176	끼임
543	제조업	30~49인	제주	106	5	0.0472	끼임
544	제조업	30~49인	충남	1404	23	0.0164	끼임
545	제조업	30~49인	충북	1403	21	0.0150	끼임
546	제조업	500~999인	강원	198	3	0.0152	업무상질병
547	제조업	500~999인	경기	634	9	0.0142	끼임
548	제조업	500~999인	경남	708	12	0.0169	업무상질병
549	제조업	500~999인	경북	495	12	0.0242	업무상질병
550	제조업	500~999인	광주	85	1	0.0118	업무상질병
551	제조업	500~999인	대구	199	3	0.0151	업무상질병
552	제조업	500~999인	대전	227	9	0.0396	끼임
553	제조업	500~999인	부산	381	11	0.0289	업무상질병
554	제조업	500~999인	서울	7	1	0.1429	업무상질병
555	제조업	500~999인	울산	777	9	0.0116	업무상질병
556	제조업	500~999인	인천	182	1	0.0055	끼임
557	제조업	500~999인	전남	98	3	0.0306	업무상질병
558	제조업	500~999인	전북	264	6	0.0227	넘어짐
559	제조업	500~999인	제주	11	0	0.0000	끼임
560	제조업	500~999인	충남	245	0	0.0000	업무상질병
561	제조업	500~999인	충북	227	5	0.0220	끼임
562	제조업	50~99인	강원	724	12	0.0166	업무상질병
563	제조업	50~99인	경기	5240	93	0.0177	끼임
564	제조업	50~99인	경남	3081	41	0.0133	업무상질병
565	제조업	50~99인	경북	1155	35	0.0303	업무상질병
566	제조업	50~99인	광주	691	4	0.0058	업무상질병
567	제조업	50~99인	대구	1509	23	0.0152	끼임
568	제조업	50~99인	대전	781	6	0.0077	끼임
569	제조업	50~99인	부산	1472	19	0.0129	끼임
570	제조업	50~99인	서울	410	8	0.0195	업무상질병
571	제조업	50~99인	울산	2011	38	0.0189	업무상질병
572	제조업	50~99인	인천	1124	38	0.0338	끼임
573	제조업	50~99인	전남	764	12	0.0157	업무상질병
574	제조업	50~99인	전북	939	22	0.0234	끼임
575	제조업	50~99인	제주	53	0	0.0000	절단베임찔림
576	제조업	50~99인	충남	1635	36	0.0220	끼임
577	제조업	50~99인	충북	1499	22	0.0147	끼임
578	제조업	5~9인	강원	718	17	0.0237	업무상질병
579	제조업	5~9인	경기	13076	167	0.0128	끼임
580	제조업	5~9인	경남	4757	68	0.0143	끼임
581	제조업	5~9인	경북	1625	35	0.0215	업무상질병
582	제조업	5~9인	광주	1011	14	0.0138	끼임
583	제조업	5~9인	대구	3383	35	0.0103	끼임
584	제조업	5~9인	대전	923	7	0.0076	끼임
585	제조업	5~9인	부산	2928	34	0.0116	끼임
586	제조업	5~9인	서울	1168	13	0.0111	끼임
587	제조업	5~9인	울산	974	19	0.0195	업무상질병
588	제조업	5~9인	인천	2509	36	0.0143	끼임
589	제조업	5~9인	전남	1001	15	0.0150	업무상질병
590	제조업	5~9인	전북	1278	21	0.0164	업무상질병
591	제조업	5~9인	제주	204	1	0.0049	절단베임찔림
592	제조업	5~9인	충남	1524	32	0.0210	끼임
593	제조업	5~9인	충북	1688	17	0.0101	끼임
594	제조업	5인 미만	강원	1134	21	0.0185	업무상질병
595	제조업	5인 미만	경기	18883	268	0.0142	끼임
596	제조업	5인 미만	경남	6915	101	0.0146	끼임
597	제조업	5인 미만	경북	2018	36	0.0178	업무상질병
598	제조업	5인 미만	광주	1415	17	0.0120	끼임
599	제조업	5인 미만	대구	4736	58	0.0122	끼임
600	제조업	5인 미만	대전	1387	14	0.0101	끼임
601	제조업	5인 미만	부산	4126	72	0.0175	끼임
602	제조업	5인 미만	서울	2485	39	0.0157	끼임
603	제조업	5인 미만	울산	1414	26	0.0184	업무상질병
604	제조업	5인 미만	인천	3206	49	0.0153	끼임
605	제조업	5인 미만	전남	1615	26	0.0161	업무상질병
606	제조업	5인 미만	전북	2086	49	0.0235	업무상질병
607	제조업	5인 미만	제주	278	3	0.0108	끼임
608	제조업	5인 미만	충남	2399	55	0.0229	끼임
609	제조업	5인 미만	충북	2189	39	0.0178	끼임
